Word,Pos,N_meanings,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,N_unknown,N_participants,rt_correct_std,rt_zscore_correct_mean,rank_L2,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,level
maintain,verb,10,10,8,6,0,32942067,662,12.98039216,1308,34.3021,1248,0.1388,361,11.6534,358,0.0152,1489,42.2815,1469,0.1454,2.32,0,28,772.998614,-0.554353671,10108,3448,6660,8,13,2,1,0,0,0,0,0,0,b2
maintenance,noun,5,4,5,1,0,52006621,349,6.843137255,538,14.109,496,0.0552,380,12.2667,376,0.0159,1019,28.9354,979,0.0969,3.07,0,27,852.4414094,-0.481655122,4763,1456,3307,11,14,3,2,0,1,0,4,0,323,c1
major,adjective,13,0,0,0,7,122592252,2127,41.70588235,4873,127.7936,4578,0.5091,2644,85.3504,2617,0.1109,8679,246.4481,8438,0.8352,2.16,0,25,298.4144456,-0.729708701,2901,143,2758,5,11,2,1,0,0,0,0,0,0,a2
majority,noun,3,3,3,0,2,28456588,256,5.019607843,2127,55.7802,2025,0.2252,483,15.5916,479,0.0203,3159,89.7027,3047,0.3016,2.54,0,28,656.7882107,-0.629874095,3732,3469,263,8,14,4,2,0,1,0,3,0,580,b2
make,noun,51,2,2,1,0,405084642,299,5.862745098,50651,1328.3136,45234,5.03,47448,1531.6581,45991,1.9486,32387,919.6582,30720,3.0409,2.67,0,30,459.2446677,-0.744477365,1255,9346,-8091,4,8,1,1,0,0,0,0,0,0,b2
make,verb,51,26,44,21,2,405084642,70408,1380.54902,50651,1328.3136,45234,5.03,47448,1531.6581,45991,1.9486,32387,919.6582,30720,3.0409,2.67,0,30,459.2446677,-0.744477365,1255,9346,-8091,4,8,1,1,0,0,0,0,0,0,a1
making,noun,3,2,3,2,0,124198695,187,3.666666667,15574,408.4254,14714,1.6362,12380,399.636,12234,0.5184,11533,327.49,11249,1.1135,2.34,0,29,477.5200931,-0.710262046,1515,593,922,6,10,2,1,0,0,0,0,0,0,b2
male,adjective,6,1,0,0,1,66638842,1033,20.25490196,2104,55.177,1835,0.2041,825,26.6316,809,0.0343,1290,36.6307,1216,0.1204,4.45,0,29,326.2542225,-0.802537823,873,20,853,4,8,1,1,0,0,0,0,0,0,a2
male,noun,6,2,2,2,2,66638842,694,13.60784314,2104,55.177,1835,0.2041,825,26.6316,809,0.0343,1290,36.6307,1216,0.1204,4.45,0,29,326.2542225,-0.802537823,873,20,853,4,8,1,1,0,0,0,0,0,0,a2
mall,noun,2,2,2,1,0,15173142,965,18.92156863,744,19.5113,642,0.0714,1796,57.9763,1749,0.0741,1349,38.3061,1204,0.1192,4.83,0,29,702.9833743,-0.5615776,8263,8441,-178,4,6,1,1,0,0,0,0,0,0,b1
man,noun,13,7,10,4,3,181445531,93487,1833.078431,19243,504.6443,16238,1.8057,27802,897.47,26692,1.1309,15071,427.9547,13799,1.3659,4.79,0,28,258.4387551,-0.773323038,246,90,156,3,6,1,1,0,0,0,0,0,0,a1
manage,verb,6,7,6,4,1,36439435,1097,21.50980392,1710,44.8444,1652,0.1837,708,22.8548,686,0.0291,1114,31.633,1089,0.1078,2,0,30,607.9982933,-0.57225693,2588,6354,-3766,6,10,2,1,0,0,0,0,0,0,a2
management,noun,2,1,2,2,0,304201237,591,11.58823529,1959,51.3744,1712,0.1904,1324,42.7397,1300,0.0551,3955,112.3058,3796,0.3758,2.72,0,29,514.7324696,-0.549346154,2515,9201,-6686,10,14,3,2,0,1,0,4,0,288,b1
manager,noun,2,2,2,2,0,87441704,2012,39.45098039,1583,41.5139,1424,0.1583,1320,42.6106,1276,0.0541,7351,208.7383,7030,0.6959,4.14,0,28,483.4773661,-0.662297347,94,10816,-10722,7,11,3,2,0,1,0,2,0,2274,a2
mandatory,adjective,3,1,0,0,0,9884397,125,2.450980392,296,7.7625,280,0.0311,202,6.5207,196,0.0083,545,15.4758,530,0.0525,2.24,0,29,593.2455865,-0.564161845,9508,3114,6394,9,13,4,3,0,2,0,6,0,1293,c1
manifest,verb,5,1,3,1,0,3197151,96,1.882352941,343,8.9951,317,0.0353,92,2.9698,88,0.0037,39,1.1074,39,0.0039,2.43,0,28,554.7257141,-0.502496283,5528,8781,-3253,8,12,3,1,0,0,0,0,0,0,c1
manipulate,verb,6,4,6,3,0,2570342,176,3.450980392,227,5.953,223,0.0248,41,1.3235,41,0.0017,110,3.1235,110,0.0109,2.55,0,29,379.1304724,-0.661817834,2054,954,1100,10,16,4,1,0,0,0,0,0,0,c1
manner,noun,3,2,3,2,0,28268864,587,11.50980392,1557,40.8321,1508,0.1677,155,5.0035,154,0.0065,710,20.1611,708,0.0701,1.62,0,26,552.0995548,-0.6329027,9357,3870,5487,6,7,2,1,0,0,0,0,0,0,a2
manufacture,verb,4,2,4,2,0,9020752,88,1.725490196,161,4.2222,155,0.0172,41,1.3235,40,0.0017,154,4.373,149,0.0147,3.07,0,27,595.7826031,-0.505209803,4843,9401,-4558,11,17,4,3,0,1,0,3,0,98,b2
manuscript,noun,2,2,2,1,0,4569058,137,2.68627451,590,15.4726,515,0.0573,119,3.8414,117,0.005,46,1.3062,46,0.0046,4.57,0,23,638.278115,-0.534212523,9400,2916,6484,10,16,3,2,0,0,0,0,0,0,c1
many,determiner,1,0,0,0,0,318966441,18310,359.0196078,39961,1047.9702,35192,3.9133,18915,610.5908,18350,0.7775,30284,859.9416,28729,2.8438,2.37,0,30,621.0253555,-0.668107385,1459,7237,-5778,4,7,2,1,0,0,0,0,0,0,a1
map,noun,8,1,2,2,0,309676581,1561,30.60784314,1201,31.496,972,0.1081,754,24.3397,720,0.0305,1305,37.0567,1170,0.1158,4.93,0,30,366.9651272,-0.727649196,849,14355,-13506,3,6,1,1,0,0,0,0,0,0,a1
map,verb,8,2,6,1,0,309676581,61,1.196078431,1201,31.496,972,0.1081,754,24.3397,720,0.0305,1305,37.0567,1170,0.1158,4.93,0,30,366.9651272,-0.727649196,849,14355,-13506,3,6,1,1,0,0,0,0,0,0,b2
marathon,noun,3,2,2,0,0,6184918,228,4.470588235,958,25.1234,763,0.0848,1487,48.0015,1446,0.0613,699,19.8487,605,0.0599,3.96,1,26,712.6158855,-0.502208834,4746,2015,2731,8,10,3,1,0,0,0,0,0,0,b2
march,noun,14,5,7,3,0,158281269,168,3.294117647,4289,112.4783,3900,0.4337,3603,116.3076,3509,0.1487,9757,277.0589,9225,0.9131,4.03,0,29,543.3143355,-0.513896859,3937,3318,619,5,9,1,1,0,0,0,0,0,0,a1
march,noun,14,5,7,3,0,158281269,168,3.294117647,4289,112.4783,3900,0.4337,3603,116.3076,3509,0.1487,9757,277.0589,9225,0.9131,4.03,0,29,543.3143355,-0.513896859,3937,3318,619,5,9,1,1,0,0,0,0,0,0,c1
march,verb,14,4,7,5,0,158281269,519,10.17647059,4289,112.4783,3900,0.4337,3603,116.3076,3509,0.1487,9757,277.0589,9225,0.9131,4.03,0,29,543.3143355,-0.513896859,3937,3318,619,5,9,1,1,0,0,0,0,0,0,c1
margin,noun,7,4,6,2,0,10100139,100,1.960784314,237,6.2153,217,0.0241,91,2.9376,89,0.0038,836,23.739,801,0.0793,3.46,0,26,700.4809628,-0.488088136,10329,10665,-336,6,11,2,1,0,0,0,0,0,0,b2
marginal,adjective,6,3,0,0,0,4340610,28,0.549019608,83,2.1767,76,0.0085,35,1.1298,33,0.0014,109,3.0952,109,0.0108,1.92,2,28,563.623671,-0.52826104,7482,17014,-9532,8,14,3,2,0,1,0,2,0,1431,c1
marine,adjective,6,1,0,0,0,37143112,659,12.92156863,430,11.2767,371,0.0413,236,7.6183,230,0.0097,1277,36.2616,1157,0.1145,4.25,0,28,436.6038581,-0.588881295,6266,11541,-5275,6,9,2,1,0,0,0,0,0,0,c1
mark,noun,30,13,13,7,0,95606752,1050,20.58823529,3802,99.7068,3341,0.3715,3127,100.942,3089,0.1309,6014,170.773,5843,0.5784,4.21,0,29,424.3610054,-0.648852439,3419,11074,-7655,4,7,1,1,0,0,0,0,0,0,a2
mark,verb,30,13,14,10,1,95606752,736,14.43137255,3802,99.7068,3341,0.3715,3127,100.942,3089,0.1309,6014,170.773,5843,0.5784,4.21,0,29,424.3610054,-0.648852439,3419,11074,-7655,4,7,1,1,0,0,0,0,0,0,a2
marker,noun,3,1,3,3,0,7192496,267,5.235294118,504,13.2173,427,0.0475,95,3.0667,93,0.0039,297,8.4336,286,0.0283,4.62,0,26,646.7703477,-0.588073291,2102,9711,-7609,6,8,2,2,0,1,0,2,0,2274,b2
market,noun,8,4,5,5,0,162390150,1641,32.17647059,5564,145.9149,4719,0.5247,3577,115.4683,3449,0.1461,10195,289.4963,9249,0.9155,4.7,0,27,446.4465694,-0.707176874,798,12690,-11892,6,9,2,1,0,0,0,0,0,0,a1
market,verb,8,1,4,1,0,162390150,194,3.803921569,5564,145.9149,4719,0.5247,3577,115.4683,3449,0.1461,10195,289.4963,9249,0.9155,4.7,0,27,446.4465694,-0.707176874,798,12690,-11892,6,9,2,1,0,0,0,0,0,0,b1
marketing,noun,3,1,3,2,0,109596213,235,4.607843137,2098,55.0197,1799,0.2,3338,107.7532,3194,0.1353,2315,65.7365,2179,0.2157,2.33,0,27,600.6951669,-0.643287825,1105,807,298,9,11,3,1,0,0,0,0,0,0,b1
marketplace,noun,2,2,2,2,0,25710584,83,1.62745098,243,6.3726,225,0.025,169,5.4555,168,0.0071,422,11.9831,413,0.0409,4.28,0,29,627.3783123,-0.439943498,3417,14993,-11576,11,16,3,2,0,0,0,0,0,0,c1
marriage,noun,4,3,4,3,0,30592140,3925,76.96078431,2884,75.6324,2310,0.2569,1962,63.3349,1854,0.0786,3216,91.3212,2689,0.2662,2.51,2,6067,495.5231698,-0.656401416,2782,1598,1184,8,10,2,1,0,0,0,0,0,0,b1
married,adjective,3,1,0,0,1,30202662,6583,129.0784314,3018,79.1465,2709,0.3012,1796,57.9763,1756,0.0744,2265,64.3167,2151,0.2129,2.82,0,28,558.8966514,-0.757838584,1175,28,1147,7,8,2,1,0,0,0,0,0,0,a1
marry,verb,2,2,2,2,0,4388137,5303,103.9803922,762,19.9833,690,0.0767,1151,37.1552,1117,0.0473,406,11.5287,390,0.0386,3.03,0,30,636.9937469,-0.606599173,5094,3145,1949,5,7,2,1,0,0,0,0,0,0,a2
martial,adjective,4,2,0,0,0,8710009,296,5.803921569,250,6.5562,225,0.025,93,3.0021,90,0.0038,174,4.9409,167,0.0165,2.43,0,28,907.6042291,-0.419630788,16881,11510,5371,7,10,2,1,0,0,0,0,0,0,b2
mask,noun,8,1,4,3,0,11654805,957,18.76470588,721,18.9081,607,0.0675,360,11.6211,349,0.0148,322,9.1435,310,0.0307,4.96,0,27,650.1405618,-0.714746046,3092,4720,-1628,4,8,1,1,0,0,0,0,0,0,c1
mass,adjective,11,1,0,0,0,40364941,407,7.980392157,2149,56.3571,1899,0.2112,884,28.5362,873,0.037,1723,48.9261,1659,0.1642,3.44,1,28,564.9782529,-0.661050264,7937,149,7788,4,6,1,1,0,0,0,0,0,0,b2
mass,noun,11,6,9,8,0,40364941,402,7.882352941,2149,56.3571,1899,0.2112,884,28.5362,873,0.037,1723,48.9261,1659,0.1642,3.44,1,28,564.9782529,-0.661050264,7937,149,7788,4,6,1,1,0,0,0,0,0,0,b2
massacre,noun,2,1,1,1,0,2620731,163,3.196078431,200,5.245,188,0.0209,86,2.7761,85,0.0036,185,5.2532,183,0.0181,4,0,30,613.8128499,-0.451658324,11424,15475,-4051,8,9,3,1,0,0,0,0,0,0,c1
massive,adjective,4,1,0,0,0,19454740,508,9.960784314,1860,48.7782,1801,0.2003,734,23.6941,728,0.0308,1732,49.1817,1721,0.1704,3.21,0,28,426.5554423,-0.732768003,2684,2254,430,7,8,2,2,0,1,0,3,0,580,b2
master,noun,14,8,10,7,0,61704297,4145,81.2745098,2160,56.6456,1951,0.2169,1257,40.5769,1225,0.0519,1954,55.4856,1870,0.1851,2.63,0,27,371.9864612,-0.723782715,2852,5094,-2242,6,9,2,1,0,0,0,0,0,0,b2
master,verb,14,4,4,3,0,61704297,278,5.450980392,2160,56.6456,1951,0.2169,1257,40.5769,1225,0.0519,1954,55.4856,1870,0.1851,2.63,0,27,371.9864612,-0.723782715,2852,5094,-2242,6,9,2,1,0,0,0,0,0,0,b2
match,noun,19,5,9,4,0,53532481,1609,31.54901961,2434,63.8312,2195,0.2441,1968,63.5286,1925,0.0816,2872,81.553,2657,0.263,4.14,0,28,507.0791282,-0.747894407,773,2490,-1717,5,8,1,1,0,0,0,0,0,0,a1
match,verb,19,7,10,4,1,53532481,908,17.80392157,2434,63.8312,2195,0.2441,1968,63.5286,1925,0.0816,2872,81.553,2657,0.263,4.14,0,28,507.0791282,-0.747894407,773,2490,-1717,5,8,1,1,0,0,0,0,0,0,a1
material,adjective,11,2,0,0,4,98528318,33,0.647058824,2601,68.2108,2327,0.2588,780,25.179,773,0.0328,1593,45.2347,1524,0.1509,4.26,0,27,378.8407957,-0.701692808,2119,3174,-1055,8,14,4,1,0,0,0,0,0,0,b2
material,noun,11,2,5,4,0,98528318,1097,21.50980392,2601,68.2108,2327,0.2588,780,25.179,773,0.0328,1593,45.2347,1524,0.1509,4.26,0,27,378.8407957,-0.701692808,2119,3174,-1055,8,14,4,1,0,0,0,0,0,0,a2
mathematics,noun,1,1,1,1,0,24809371,155,3.039215686,158,4.1435,145,0.0161,42,1.3558,40,0.0017,109,3.0952,106,0.0105,2.52,0,27,665.9447165,-0.534295436,139,8990,-8851,11,14,4,1,0,0,0,0,0,0,a2
matter,noun,7,2,6,4,0,66632805,10513,206.1372549,8367,219.4231,7827,0.8704,5102,164.6965,4917,0.2083,5552,157.6541,5389,0.5334,3.54,0,28,626.3687281,-0.617284821,2472,11854,-9382,6,7,2,1,0,0,0,0,0,0,a2
matter,verb,7,1,1,1,0,66632805,4277,83.8627451,8367,219.4231,7827,0.8704,5102,164.6965,4917,0.2083,5552,157.6541,5389,0.5334,3.54,0,28,626.3687281,-0.617284821,2472,11854,-9382,6,7,2,1,0,0,0,0,0,0,a2
mature,adjective,11,1,0,0,4,73877124,319,6.254901961,536,14.0565,513,0.057,310,10.007,304,0.0129,417,11.8411,404,0.04,1.86,0,29,449.267515,-0.694195117,5783,165,5618,6,10,2,1,0,0,0,0,0,0,c1
mature,verb,11,4,6,2,0,73877124,97,1.901960784,536,14.0565,513,0.057,310,10.007,304,0.0129,417,11.8411,404,0.04,1.86,0,29,449.267515,-0.694195117,5783,165,5618,6,10,2,1,0,0,0,0,0,0,c1
maximum,adjective,4,1,0,0,1,58933430,306,6,628,16.4692,599,0.0666,172,5.5523,169,0.0072,935,26.5502,913,0.0904,2.54,0,28,472.053538,-0.645418497,1284,849,435,7,11,3,2,0,1,0,3,0,39,b2
maximum,noun,4,2,3,0,2,58933430,92,1.803921569,628,16.4692,599,0.0666,172,5.5523,169,0.0072,935,26.5502,913,0.0904,2.54,0,28,472.053538,-0.645418497,1284,849,435,7,11,3,2,0,1,0,3,0,39,b2
may,noun,2,2,2,0,0,827822032,1,0.019607843,32307,847.2454,27972,3.1105,18786,606.4266,18059,0.7652,28617,812.6056,26464,2.6196,3,0,22,619.3875296,-0.616129952,2965,1863,1102,3,7,1,1,0,0,0,0,0,0,a1
maybe,adverb,1,1,0,0,0,51895609,47143,924.372549,14014,367.5147,12349,1.3732,14496,467.9421,14160,0.6,5374,152.5996,4918,0.4868,1.52,0,27,428.0590522,-0.695948754,1890,8967,-7077,5,10,2,1,0,0,0,0,0,0,a1
mayor,noun,1,1,1,1,0,15030847,1464,28.70588235,759,19.9046,648,0.0721,1204,38.8661,1158,0.0491,6879,195.3354,6434,0.6369,4.37,0,27,710.1831127,-0.546526087,5577,601,4976,5,7,1,1,0,0,0,0,0,0,b2
meal,noun,3,1,3,2,0,12937343,1471,28.84313725,2683,70.3612,2399,0.2668,1309,42.2555,1288,0.0546,1512,42.9346,1427,0.1413,4.62,0,29,641.7945276,-0.722632912,1717,240,1477,4,7,1,1,0,0,0,0,0,0,a1
mean,verb,15,5,4,4,0,80312172,61291,1201.784314,9983,261.8024,9233,1.0267,12603,406.8346,12349,0.5232,4120,116.9911,3959,0.3919,2.5,0,28,457.4922976,-0.7004813,497,5138,-4641,4,7,1,1,0,0,0,0,0,0,a1
meaning,noun,3,2,2,2,0,28821231,1308,25.64705882,3029,79.435,2834,0.3151,1153,37.2197,1140,0.0483,1422,40.379,1400,0.1386,1.85,0,27,349.3603423,-0.702211787,2692,7973,-5281,7,9,2,1,0,0,0,0,0,0,a1
meaningful,adjective,1,0,0,0,1,6768984,178,3.490196078,652,17.0986,639,0.0711,288,9.2969,286,0.0121,477,13.5448,472,0.0467,1.62,0,26,695.2087987,-0.45417128,7838,9096,-1258,10,13,3,2,0,1,0,3,0,343,c1
means,noun,3,3,4,3,0,105946662,1429,28.01960784,10522,275.9376,9779,1.0874,6163,198.9464,6018,0.255,5542,157.3701,5341,0.5287,1.93,0,28,536.40528,-0.625661779,1517,4870,-3353,5,8,1,1,0,0,0,0,0,0,b2
meantime,noun,2,1,1,1,0,3568612,767,15.03921569,894,23.445,889,0.0989,175,5.6491,175,0.0074,544,15.4474,544,0.0538,1.87,0,30,673.3896105,-0.534149241,6215,14199,-7984,8,12,2,2,0,0,0,0,0,0,c1
meanwhile,adverb,2,1,0,0,0,8105294,811,15.90196078,1442,37.8162,1436,0.1597,192,6.1979,192,0.0081,2978,84.563,2974,0.2944,1.27,1,27,577.8922284,-0.585293752,4630,4789,-159,9,12,2,2,0,0,0,0,0,0,b1
measure,noun,12,8,9,8,0,32083783,262,5.137254902,1413,37.0557,1314,0.1461,560,18.0772,545,0.0231,3715,105.4908,3485,0.345,3.59,0,29,488.6284383,-0.676083788,2662,7540,-4878,7,7,2,1,0,0,0,0,0,0,b1
measure,verb,12,3,4,4,0,32083783,274,5.37254902,1413,37.0557,1314,0.1461,560,18.0772,545,0.0231,3715,105.4908,3485,0.345,3.59,0,29,488.6284383,-0.676083788,2662,7540,-4878,7,7,2,1,0,0,0,0,0,0,b1
measurement,noun,1,1,1,1,0,20463095,27,0.529411765,190,4.9827,170,0.0189,64,2.066,64,0.0027,88,2.4988,82,0.0081,3.26,0,27,597.3511378,-0.529040262,4627,2930,1697,11,11,3,2,0,1,0,4,0,288,b2
meat,noun,3,2,3,2,0,17652296,2227,43.66666667,2563,67.2142,2041,0.227,1089,35.1538,1021,0.0433,2127,60.3981,1852,0.1833,4.9,0,31,451.5881202,-0.685656853,687,3105,-2418,4,7,1,1,0,0,0,0,0,0,a1
mechanic,noun,3,2,2,0,0,4198798,257,5.039215686,148,3.8813,127,0.0141,83,2.6793,82,0.0035,145,4.1174,142,0.0141,4.38,0,29,616.7462713,-0.537597359,5114,5172,-58,8,10,3,2,0,1,0,2,0,1014,b2
mechanical,adjective,3,1,0,0,1,19250300,250,4.901960784,324,8.4968,290,0.0322,127,4.0997,126,0.0053,384,10.904,372,0.0368,3.17,0,29,603.6094244,-0.528885492,2698,8497,-5799,10,13,4,3,0,2,0,4,0,2445,b2
mechanism,noun,5,2,5,3,0,17771611,190,3.725490196,300,7.8674,277,0.0308,53,1.7109,53,0.0022,197,5.594,196,0.0194,3.67,0,27,724.2809092,-0.481004803,2127,3456,-1329,9,13,3,2,0,1,0,3,0,271,b2
medal,noun,1,1,1,1,0,7747036,589,11.54901961,296,7.7625,272,0.0302,155,5.0035,151,0.0064,625,17.7474,544,0.0538,4.89,1,29,514.985145,-0.585320898,7152,11206,-4054,5,9,2,1,0,0,0,0,0,0,b2
medical,adjective,4,1,0,0,1,155254497,2770,54.31372549,2358,61.8381,2024,0.2251,903,29.1495,869,0.0368,8219,233.386,7457,0.7381,3.07,0,27,332.3768287,-0.742039821,774,530,244,7,11,3,2,0,1,0,2,0,1431,a2
medication,noun,2,1,2,2,0,14530555,651,12.76470588,462,12.1159,402,0.0447,122,3.9383,121,0.0051,609,17.2931,586,0.058,4.53,0,30,631.4645843,-0.476592523,6464,6182,282,10,15,4,3,0,2,0,6,0,2536,b2
medicine,noun,5,4,4,3,0,63831932,1731,33.94117647,997,26.1462,883,0.0982,648,20.9179,631,0.0267,1641,46.5977,1495,0.148,4.79,0,28,520.0817395,-0.660019947,729,8937,-8208,8,9,3,1,0,0,0,0,0,0,a2
medieval,adjective,3,1,0,0,0,8087116,151,2.960784314,388,10.1752,345,0.0384,102,3.2926,101,0.0043,139,3.947,135,0.0134,2.46,1,27,650.4598821,-0.541237966,11513,10819,694,8,14,4,1,0,0,0,0,0,0,c1
meditation,noun,2,1,2,0,0,6729371,84,1.647058824,532,13.9516,467,0.0519,241,7.7797,237,0.01,147,4.1742,139,0.0138,2.85,0,26,626.4230322,-0.532881713,1573,10749,-9176,10,15,4,2,0,1,0,3,0,1599,c1
medium,adjective,13,1,0,0,0,51330557,157,3.078431373,2389,62.6511,2174,0.2417,399,12.88,386,0.0164,1026,29.1342,963,0.0953,3,0,28,419.0903555,-0.710575343,628,3294,-2666,6,11,3,1,0,0,0,0,0,0,b1
medium,noun,13,4,11,7,0,51330557,202,3.960784314,2389,62.6511,2174,0.2417,399,12.88,386,0.0164,1026,29.1342,963,0.0953,3,0,28,419.0903555,-0.710575343,628,3294,-2666,6,11,3,1,0,0,0,0,0,0,b2
meet,verb,14,11,7,9,1,93275872,17827,349.5490196,5478,143.6596,5145,0.5721,10252,330.9425,10077,0.427,5824,165.3778,5623,0.5566,3,0,28,393.8261628,-0.698666286,1603,2597,-994,4,7,1,1,0,0,0,0,0,0,a1
meeting,noun,6,6,6,5,0,120814306,4608,90.35294118,4023,105.5025,3618,0.4023,8129,262.4104,7960,0.3373,7347,208.6247,6939,0.6869,3.31,0,29,427.118573,-0.749110561,859,2293,-1434,7,9,2,1,0,0,0,0,0,0,a1
melody,noun,2,2,2,1,0,4264666,337,6.607843137,348,9.1262,319,0.0355,162,5.2295,159,0.0067,163,4.6285,158,0.0156,3.71,0,28,499.1820839,-0.692962186,2357,7365,-5008,6,9,3,2,0,1,0,1,0,2486,c1
melt,verb,7,6,6,2,0,3153948,364,7.137254902,723,18.9605,697,0.0775,329,10.6204,327,0.0139,265,7.5249,256,0.0253,3.96,0,28,429.4778961,-0.602204912,5206,12374,-7168,4,7,1,1,0,0,0,0,0,0,b2
member,noun,5,3,5,3,1,283858893,1465,28.7254902,3211,84.2079,2997,0.3333,1826,58.9447,1805,0.0765,5978,169.7507,5742,0.5684,3.07,0,29,497.435637,-0.68306927,1445,3399,-1954,6,8,2,1,0,0,0,0,0,0,a1
membership,noun,2,1,2,0,0,52738089,165,3.235294118,549,14.3974,484,0.0538,529,17.0765,520,0.022,663,18.8265,624,0.0618,3.04,1,29,506.3890282,-0.614801705,3437,903,2534,10,12,3,2,0,1,0,4,0,76,b2
memo,noun,1,1,1,1,0,6710272,337,6.607843137,154,4.0386,145,0.0161,217,7.0049,211,0.0089,505,14.3399,476,0.0471,4.25,0,28,648.9381876,-0.492020024,6957,2195,4762,4,9,2,1,0,0,0,0,0,0,c1
memoir,noun,2,0,2,0,0,2299845,9,0.176470588,330,8.6542,300,0.0334,122,3.9383,119,0.005,322,9.1435,312,0.0309,3.76,0,25,780.9893774,-0.29947233,19881,16249,3632,6,9,2,1,0,0,0,0,0,0,c1
memorable,adjective,1,0,0,0,0,4538880,115,2.254901961,719,18.8556,703,0.0782,250,8.0702,248,0.0105,569,16.1573,566,0.056,1.79,0,29,436.749072,-0.58278677,2908,5043,-2135,9,13,4,2,0,1,0,4,0,872,b2
memorial,noun,3,2,3,2,0,20161664,360,7.058823529,639,16.7577,562,0.0625,869,28.052,859,0.0364,2155,61.1932,2044,0.2023,3.68,0,28,485.7953237,-0.646115972,1020,1775,-755,8,12,4,3,0,2,0,3,0,3917,c1
memory,noun,5,3,5,4,0,140479833,2466,48.35294118,2850,74.7407,2514,0.2796,1211,39.092,1199,0.0508,1494,42.4235,1423,0.1409,2.38,0,29,329.483217,-0.736022013,1030,8667,-7637,6,10,3,2,0,1,0,1,0,2486,a2
mental,adjective,5,1,0,0,1,35674270,1003,19.66666667,2001,52.4759,1730,0.1924,828,26.7285,812,0.0344,1749,49.6644,1604,0.1588,2.04,0,27,519.8157071,-0.715345863,2879,6144,-3265,6,10,2,1,0,0,0,0,0,0,b1
mention,noun,6,3,3,2,0,18291476,170,3.333333333,3528,92.5212,3445,0.3831,4713,152.1393,4696,0.199,1431,40.6345,1410,0.1396,2.69,0,29,649.2249974,-0.488620158,7641,6551,1090,7,9,2,1,0,0,0,0,0,0,b1
mention,verb,6,3,3,2,0,18291476,2857,56.01960784,3528,92.5212,3445,0.3831,4713,152.1393,4696,0.199,1431,40.6345,1410,0.1396,2.69,0,29,649.2249974,-0.488620158,7641,6551,1090,7,9,2,1,0,0,0,0,0,0,a2
mentor,noun,2,1,1,1,0,5537836,177,3.470588235,359,9.4147,336,0.0374,350,11.2983,343,0.0145,863,24.5057,796,0.0788,3.7,0,30,476.3882672,-0.653133717,4919,1097,3822,6,9,2,1,0,0,0,0,0,0,c1
menu,noun,4,3,4,2,0,74359141,508,9.960784314,1499,39.311,1305,0.1451,1405,45.3545,1367,0.0579,3349,95.0979,3019,0.2988,4.67,0,27,588.8777177,-0.730288653,1304,5709,-4405,4,9,2,1,0,0,0,0,0,0,a1
merchant,noun,1,1,1,1,0,37569902,144,2.823529412,258,6.766,246,0.0274,115,3.7123,114,0.0048,185,5.2532,177,0.0175,4.31,0,29,697.737862,-0.481894112,10919,2122,8797,8,12,2,1,0,0,0,0,0,0,c1
mercy,noun,5,3,5,3,1,6831149,1284,25.17647059,844,22.1338,726,0.0807,492,15.8821,473,0.02,413,11.7275,380,0.0376,1.57,0,30,671.955899,-0.587497801,6853,418,6435,5,8,2,1,0,0,0,0,0,0,c1
mere,adjective,3,1,0,0,0,7312247,373,7.31372549,1061,27.8245,1032,0.1148,165,5.3263,164,0.0069,506,14.3683,503,0.0498,1.43,2,25,609.9681179,-0.337026703,23720,21426,2294,4,7,1,1,0,0,0,0,0,0,c1
merely,adverb,1,1,0,0,0,11492724,798,15.64705882,1445,37.8949,1402,0.1559,235,7.586,235,0.01,728,20.6722,725,0.0718,1.42,0,26,594.6276078,-0.52237024,16496,8421,8075,6,9,2,2,0,1,0,2,0,2898,c1
merge,verb,3,3,3,3,1,5961585,71,1.392156863,144,3.7764,140,0.0156,108,3.4863,105,0.0044,203,5.7644,200,0.0198,3.24,0,25,488.4328989,-0.568277755,12653,3096,9557,5,9,1,1,0,0,0,0,0,0,c1
merger,noun,2,2,2,0,0,6021111,202,3.960784314,66,1.7308,62,0.0069,118,3.8091,116,0.0049,712,20.2179,659,0.0652,2.34,0,29,912.6683732,-0.218968152,24215,14026,10189,6,10,2,2,0,1,0,2,0,2274,c1
merit,noun,3,2,2,0,1,6450895,150,2.941176471,316,8.287,298,0.0331,69,2.2274,68,0.0029,456,12.9485,429,0.0425,1.66,0,29,722.1333596,-0.486870563,22382,14102,8280,5,8,2,1,0,0,0,0,0,0,c1
mess,noun,8,4,6,3,0,7008727,2822,55.33333333,1854,48.6208,1775,0.1974,1904,61.4626,1868,0.0791,806,22.8871,790,0.0782,3.9,0,29,633.5100142,-0.603597579,9189,98,9091,4,6,1,1,0,0,0,0,0,0,b1
