Word,Pos,N_meanings,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,N_unknown,N_participants,rt_correct_std,rt_zscore_correct_mean,rank_L2,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,level
control,noun,19,5,11,7,1,215560453,4682,91.80392157,6001,157.3752,5294,0.5887,2698,87.0935,2579,0.1093,6204,176.1682,5896,0.5836,1.93,0,29,421.6041846,-0.714023847,2021,324,1697,7,12,2,1,0,0,0,0,0,0,a2
control,verb,19,7,7,6,0,215560453,1962,38.47058824,6001,157.3752,5294,0.5887,2698,87.0935,2579,0.1093,6204,176.1682,5896,0.5836,1.93,0,29,421.6041846,-0.714023847,2021,324,1697,7,12,2,1,0,0,0,0,0,0,a2
controversial,adjective,1,0,0,0,1,5460493,108,2.117647059,518,13.5845,502,0.0558,142,4.5839,142,0.006,1064,30.2132,1059,0.1048,1.53,0,30,891.8314335,-0.456069842,8029,1512,6517,13,17,4,3,0,1,0,2,0,1431,b2
controversy,noun,1,1,1,1,0,5161175,83,1.62745098,371,9.7294,361,0.0401,129,4.1642,127,0.0054,796,22.6031,787,0.0779,2.29,0,24,728.6634748,-0.453036905,9750,10393,-643,11,15,4,2,0,0,0,0,0,0,b2
convenient,adjective,3,1,0,0,2,12801318,436,8.549019608,492,12.9026,482,0.0536,266,8.5867,265,0.0112,335,9.5126,332,0.0329,1.85,0,27,649.680662,-0.373772329,5111,12107,-6996,10,14,3,1,0,0,0,0,0,0,b1
convention,noun,5,3,5,3,1,27972282,626,12.2745098,735,19.2752,636,0.0707,747,24.1137,736,0.0312,1494,42.4235,1384,0.137,3.28,1,30,765.8793762,-0.485135519,1351,3770,-2419,10,12,3,1,0,0,0,0,0,0,b2
conversation,noun,1,0,1,1,0,13527150,2537,49.74509804,3086,80.9298,2846,0.3165,2447,78.9911,2427,0.1028,1813,51.4818,1773,0.1755,3.28,0,29,554.4210163,-0.573699421,1292,7343,-6051,12,15,4,2,0,1,0,3,0,1599,a1
conversion,noun,9,2,9,7,0,26551803,66,1.294117647,289,7.579,268,0.0298,154,4.9712,151,0.0064,257,7.2977,240,0.0238,2.46,0,28,819.2871034,-0.283715834,5629,6233,-604,10,12,3,3,1,1,2,3,370,1599,c1
convey,verb,7,5,7,6,1,3335192,136,2.666666667,367,9.6245,357,0.0397,93,3.0021,91,0.0039,166,4.7137,163,0.0161,1.72,0,29,571.7146359,-0.471638838,14624,15880,-1256,6,10,2,1,0,0,0,0,0,0,b2
conviction,noun,2,2,2,2,1,5818769,302,5.921568627,431,11.3029,395,0.0439,116,3.7446,116,0.0049,795,22.5747,772,0.0764,2.07,0,28,781.3999655,-0.428312898,9107,2067,7040,10,12,3,2,0,1,0,3,0,1599,c1
convince,verb,1,1,1,1,0,3962104,954,18.70588235,826,21.6617,807,0.0897,493,15.9144,488,0.0207,523,14.8511,520,0.0515,1.85,0,27,896.1908962,-0.392793925,8039,6212,1827,8,10,2,1,0,0,0,0,0,0,b1
convinced,adjective,2,1,0,0,1,5987616,486,9.529411765,1291,33.8562,1254,0.1394,620,20.0141,618,0.0262,837,23.7674,830,0.0822,2.07,0,29,773.9194685,-0.443971774,6309,1255,5054,9,11,2,1,0,0,0,0,0,0,b2
convincing,adjective,1,0,0,0,1,2856694,290,5.68627451,421,11.0407,407,0.0453,137,4.4225,137,0.0058,307,8.7175,304,0.0301,1.85,0,27,797.8272897,-0.438192977,7670,13457,-5787,10,12,3,1,0,0,0,0,0,0,b2
cook,noun,7,1,1,1,0,24412080,737,14.45098039,3771,98.8938,3178,0.3534,1369,44.1924,1327,0.0562,3203,90.9521,2777,0.2749,4.32,0,28,505.1789057,-0.780287591,190,4914,-4724,4,6,1,1,0,0,0,0,0,0,a2
cook,verb,7,2,5,3,0,24412080,1398,27.41176471,3771,98.8938,3178,0.3534,1369,44.1924,1327,0.0562,3203,90.9521,2777,0.2749,4.32,0,28,505.1789057,-0.780287591,190,4914,-4724,4,6,1,1,0,0,0,0,0,0,a1
cooker,noun,1,0,1,1,0,4147009,31,0.607843137,280,7.343,213,0.0237,55,1.7754,54,0.0023,42,1.1926,38,0.0038,4.22,0,27,975.7577121,-0.470993519,6817,16433,-9616,6,7,2,2,0,1,0,2,0,2274,a2
cooking,noun,1,1,1,1,0,23831058,668,13.09803922,3027,79.3825,2701,0.3003,1444,46.6134,1415,0.06,1906,54.1226,1758,0.174,4.19,0,27,366.7413522,-0.744536464,815,6823,-6008,7,8,2,1,0,0,0,0,0,0,a1
cool,adjective,11,1,0,0,3,56471180,8355,163.8235294,6618,173.5559,6118,0.6803,17175,554.4223,16831,0.7131,2623,74.4825,2508,0.2483,3.53,0,30,434.625634,-0.786968453,784,8,776,4,7,1,1,0,0,0,0,0,0,a1
cool,verb,11,3,3,1,2,56471180,1159,22.7254902,6618,173.5559,6118,0.6803,17175,554.4223,16831,0.7131,2623,74.4825,2508,0.2483,3.53,0,30,434.625634,-0.786968453,784,8,776,4,7,1,1,0,0,0,0,0,0,b1
cooperate,verb,1,1,1,1,0,3136641,527,10.33333333,147,3.855,145,0.0161,57,1.84,57,0.0024,308,8.7459,305,0.0302,1.87,0,31,655.5370635,-0.549199097,3886,10565,-6679,9,16,4,3,1,1,2,3,370,937,c1
cop,noun,3,1,1,0,0,5581961,3914,76.74509804,526,13.7943,458,0.0509,683,22.0478,650,0.0275,419,11.8979,396,0.0392,4.3,0,27,677.2739428,-0.565801555,8474,4782,3692,3,6,1,1,0,0,0,0,0,0,c1
cope,verb,2,1,1,1,0,5168827,155,3.039215686,509,13.3484,495,0.055,105,3.3895,105,0.0044,308,8.7459,305,0.0302,1.78,0,32,429.8456741,-0.551025073,18177,12408,5769,4,8,1,1,0,0,0,0,0,0,b2
copper,noun,6,3,5,2,0,14543941,316,6.196078431,427,11.198,355,0.0395,121,3.906,121,0.0051,393,11.1596,355,0.0351,4.52,0,27,874.4614189,-0.479286871,12446,6766,5680,6,7,2,1,0,0,0,0,0,0,c1
copy,noun,8,2,4,2,0,79615682,1335,26.17647059,2732,71.6462,2477,0.2754,1999,64.5293,1975,0.0837,705,20.0191,673,0.0666,3.9,0,30,250.9802038,-0.805208904,867,70,797,4,7,2,1,0,0,0,0,0,0,a2
copy,verb,8,3,4,3,0,79615682,1332,26.11764706,2732,71.6462,2477,0.2754,1999,64.5293,1975,0.0837,705,20.0191,673,0.0666,3.9,0,30,250.9802038,-0.805208904,867,70,797,4,7,2,1,0,0,0,0,0,0,a2
copyright,noun,2,1,1,0,0,373906735,31,0.607843137,952,24.966,703,0.0782,362,11.6856,354,0.015,185,5.2532,160,0.0158,3.04,1,26,598.2709767,-0.655865796,136,7079,-6943,9,13,3,2,0,0,0,0,0,0,c1
core,noun,10,5,10,3,0,51244541,501,9.823529412,1573,41.2516,1462,0.1626,700,22.5965,680,0.0288,1548,43.9569,1500,0.1485,3.96,0,26,565.726272,-0.604939813,7192,116,7076,4,6,1,1,0,0,0,0,0,0,b2
corner,noun,14,5,11,4,0,36419737,2645,51.8627451,3094,81.1396,2935,0.3264,1616,52.1657,1609,0.0682,2445,69.428,2362,0.2338,4.61,0,28,478.3264147,-0.666565289,93,6668,-6575,6,8,2,1,0,0,0,0,0,0,a2
corporate,adjective,4,3,0,0,0,84697675,522,10.23529412,1229,32.2303,1101,0.1224,821,26.5025,813,0.0344,2398,68.0934,2299,0.2276,2.27,0,30,653.4273155,-0.444125025,4970,3417,1553,9,11,3,2,0,1,0,3,0,937,b2
correct,adjective,12,2,0,0,2,44467948,1889,37.03921569,1823,47.8079,1744,0.1939,1532,49.4541,1518,0.0643,948,26.9193,920,0.0911,2.59,0,27,519.1826132,-0.753855056,1547,5697,-4150,7,9,2,1,0,0,0,0,0,0,a1
correct,verb,12,7,8,5,2,44467948,400,7.843137255,1823,47.8079,1744,0.1939,1532,49.4541,1518,0.0643,948,26.9193,920,0.0911,2.59,0,27,519.1826132,-0.753855056,1547,5697,-4150,7,9,2,1,0,0,0,0,0,0,a1
correction,noun,7,4,7,4,0,13009622,163,3.196078431,204,5.3499,183,0.0203,470,15.172,468,0.0198,159,4.5149,153,0.0151,3,0,26,597.5491064,-0.582628386,532,835,-303,10,11,3,2,0,1,0,3,0,1599,c1
correctly,adverb,1,1,0,0,1,13281872,309,6.058823529,695,18.2263,684,0.0761,478,15.4302,477,0.0202,322,9.1435,313,0.031,2.07,0,27,380.5539491,-0.654144588,2870,1961,909,9,11,3,2,0,1,0,2,0,2898,a2
correlate,verb,4,0,2,0,0,1071375,19,0.37254902,39,1.0228,35,0.0039,12,0.3874,12,0.0005,22,0.6247,22,0.0022,1.63,0,30,902.5120526,-0.303676406,16855,15084,1771,9,13,3,2,1,0,2,0,370,0,c1
correspond,verb,3,3,3,2,1,3814384,48,0.941176471,92,2.4127,88,0.0098,13,0.4197,13,0.0006,31,0.8803,31,0.0031,2.27,0,26,793.4390764,-0.446496203,5212,11456,-6244,10,13,3,1,0,0,0,0,0,0,c1
correspondence,noun,6,4,5,3,1,9911984,115,2.254901961,162,4.2484,158,0.0176,45,1.4526,45,0.0019,139,3.947,136,0.0135,3.35,0,26,913.9081812,-0.249045403,4853,4944,-91,14,16,4,2,0,1,0,4,0,323,c1
correspondent,noun,3,2,2,2,0,3786622,110,2.156862745,153,4.0124,148,0.0165,55,1.7754,55,0.0023,182,5.1681,180,0.0178,3.44,1,28,903.128864,-0.306038711,4210,9433,-5223,13,16,4,2,0,1,0,3,0,464,c1
corridor,noun,1,0,1,1,0,4571967,283,5.549019608,219,5.7432,190,0.0211,49,1.5818,49,0.0021,441,12.5226,426,0.0422,4.72,0,29,355.193157,-0.613838131,10153,15296,-5143,8,11,3,1,0,0,0,0,0,0,b2
corrupt,adjective,8,1,0,0,2,3788784,270,5.294117647,451,11.8274,424,0.0471,116,3.7446,114,0.0048,266,7.5533,265,0.0262,2.03,1,30,509.06311,-0.692465229,5710,9772,-4062,7,9,2,2,1,0,2,0,370,0,c1
corruption,noun,6,4,6,1,1,8628385,218,4.274509804,749,19.6424,670,0.0745,154,4.9712,146,0.0062,1186,33.6775,1146,0.1134,2.39,0,28,709.3795615,-0.650788221,3946,4495,-549,10,11,3,3,1,1,2,3,370,1599,c1
cost,noun,5,2,3,3,0,158887256,692,13.56862745,4085,107.1284,3648,0.4057,1784,57.5889,1734,0.0735,8663,245.9937,8121,0.8039,2.5,0,28,578.0205338,-0.680983282,1895,5301,-3406,4,7,1,1,0,0,0,0,0,0,a1
cost,verb,5,1,2,1,0,158887256,2098,41.1372549,4085,107.1284,3648,0.4057,1784,57.5889,1734,0.0735,8663,245.9937,8121,0.8039,2.5,0,28,578.0205338,-0.680983282,1895,5301,-3406,4,7,1,1,0,0,0,0,0,0,a1
costly,adjective,2,2,0,0,0,5054951,79,1.549019608,235,6.1628,226,0.0251,74,2.3888,74,0.0031,647,18.3722,639,0.0633,2.07,0,27,607.1618862,-0.490235148,9296,6336,2960,6,9,2,2,0,1,0,2,0,2898,c1
costume,noun,6,0,4,2,0,10749142,720,14.11764706,621,16.2856,519,0.0577,641,20.692,609,0.0258,376,10.6769,353,0.0349,4.57,0,30,616.9057785,-0.605580106,1107,11065,-9958,7,11,2,1,0,0,0,0,0,0,b1
cottage,noun,1,1,1,0,0,10520695,270,5.294117647,496,13.0075,445,0.0495,115,3.7123,114,0.0048,250,7.099,236,0.0234,4.85,0,27,376.0147306,-0.609654493,9195,3108,6087,7,10,2,1,0,0,0,0,0,0,b1
cotton,noun,5,2,4,4,0,23279423,624,12.23529412,910,23.8646,783,0.0871,266,8.5867,254,0.0108,362,10.2793,327,0.0324,4.97,0,29,400.7862134,-0.704205576,1139,11,1128,6,8,2,1,0,0,0,0,0,0,b1
council,noun,3,0,3,3,0,112893718,861,16.88235294,2175,57.039,1844,0.2051,1002,32.3453,972,0.0412,8792,249.6568,7715,0.7637,2.73,0,26,565.5951042,-0.584077291,3934,12783,-8849,7,12,2,1,0,0,0,0,0,0,b2
count,noun,11,1,3,3,0,40345803,1563,30.64705882,2297,60.2384,2164,0.2406,2611,84.2851,2558,0.1084,2334,66.276,2200,0.2178,3,0,29,439.3676677,-0.65887084,752,10444,-9692,5,9,1,1,0,0,0,0,0,0,b1
count,verb,11,6,8,3,0,40345803,3011,59.03921569,2297,60.2384,2164,0.2406,2611,84.2851,2558,0.1084,2334,66.276,2200,0.2178,3,0,29,439.3676677,-0.65887084,752,10444,-9692,5,9,1,1,0,0,0,0,0,0,a2
counter,noun,12,5,9,5,0,35345740,599,11.74509804,1270,33.3055,1188,0.1321,330,10.6527,326,0.0138,907,25.7551,877,0.0868,4.17,0,29,654.3681944,-0.601218533,3160,2648,512,7,10,2,1,0,0,0,0,0,0,b2
counter,verb,12,1,2,0,0,35345740,101,1.980392157,1270,33.3055,1188,0.1321,330,10.6527,326,0.0138,907,25.7551,877,0.0868,4.17,0,29,654.3681944,-0.601218533,3160,2648,512,7,10,2,1,0,0,0,0,0,0,c1
counterpart,noun,2,2,2,1,0,1899186,25,0.490196078,123,3.2257,118,0.0131,15,0.4842,15,0.0006,166,4.7137,165,0.0163,2.63,0,27,694.926317,-0.387800625,19053,2704,16349,11,15,3,2,0,0,0,0,0,0,c1
countless,adjective,1,1,0,0,0,3187500,121,2.37254902,709,18.5934,699,0.0777,100,3.2281,100,0.0042,468,13.2893,461,0.0456,1.72,0,29,601.8139872,-0.492794538,6097,4764,1333,9,12,2,2,0,1,0,4,0,368,c1
country,noun,5,5,5,5,1,188691168,8228,161.3333333,9458,248.0344,8409,0.9351,4190,135.2564,4093,0.1734,12489,354.6365,11824,1.1704,4.17,0,30,473.3285682,-0.721085087,627,3069,-2442,7,9,2,1,0,0,0,0,0,0,a1
countryside,noun,1,0,1,0,0,5032517,180,3.529411765,350,9.1787,339,0.0377,18,0.5811,18,0.0008,152,4.3162,151,0.0149,4.48,0,27,531.9679911,-0.518085045,4543,10791,-6248,11,15,3,2,0,0,0,0,0,0,b1
county,noun,2,0,2,1,0,227567373,1669,32.7254902,1924,50.4566,1622,0.1804,1989,64.2065,1921,0.0814,31655,898.8724,26659,2.6389,4.04,0,28,719.0591644,-0.385897699,11098,5274,5824,6,10,2,1,0,0,0,0,0,0,b2
coup,noun,2,1,2,1,0,2382274,135,2.647058824,222,5.8219,187,0.0208,36,1.1621,35,0.0015,164,4.6569,157,0.0155,3,2,28,652.7844778,-0.33053475,22502,21949,553,4,7,1,1,0,0,0,0,0,0,c1
couple,noun,9,3,5,4,0,43578199,11184,219.2941176,11493,301.4019,10850,1.2065,4790,154.6249,4749,0.2012,7186,204.053,6947,0.6877,3.93,0,27,422.7256058,-0.687899809,1222,10646,-9424,6,9,2,1,0,0,0,0,0,0,a2
courage,noun,1,1,1,1,1,6352530,1084,21.25490196,1029,26.9853,940,0.1045,897,28.9559,852,0.0361,449,12.7498,442,0.0438,1.52,0,29,603.8203908,-0.6618336,4960,9805,-4845,7,10,2,1,0,0,0,0,0,0,b2
course,noun,12,7,9,8,0,177976652,2809,55.07843137,16143,423.3473,15235,1.6941,7218,233.0026,7158,0.3033,7542,214.1619,7231,0.7158,3.82,0,28,763.4822917,-0.557915353,2829,7178,-4349,6,7,1,1,0,0,0,0,0,0,a1
court,noun,13,9,10,5,0,127719981,5089,99.78431373,4369,114.5763,3436,0.3821,1876,60.5587,1838,0.0779,16461,467.425,14602,1.4454,4.31,0,26,409.4394547,-0.612093583,3906,7764,-3858,5,7,1,1,0,0,0,0,0,0,b1
courtesy,noun,3,1,3,2,1,10945291,414,8.117647059,560,14.6859,551,0.0613,358,11.5565,357,0.0151,352,9.9954,344,0.0341,1.77,0,30,563.945819,-0.531874496,15491,10167,5324,8,10,3,1,0,0,0,0,0,0,c1
cousin,noun,1,1,1,0,0,4263150,2473,48.49019608,1038,27.2214,951,0.1058,1564,50.4871,1540,0.0653,552,15.6745,533,0.0528,3.7,1,28,523.829262,-0.59841107,2405,10867,-8462,6,8,2,1,0,0,0,0,0,0,a1
cover,noun,36,9,10,5,0,94501729,1765,34.60784314,5992,157.1391,5271,0.5861,3774,121.8276,3696,0.1566,3829,108.7279,3656,0.3619,4.23,0,30,701.3998341,-0.635660491,677,2292,-1615,5,7,2,1,0,0,0,0,0,0,b1
cover,verb,36,14,24,9,1,94501729,3040,59.60784314,5992,157.1391,5271,0.5861,3774,121.8276,3696,0.1566,3829,108.7279,3656,0.3619,4.23,0,30,701.3998341,-0.635660491,677,2292,-1615,5,7,2,1,0,0,0,0,0,0,a2
coverage,noun,3,2,3,0,0,43621558,318,6.235294118,964,25.2807,834,0.0927,1076,34.7341,1058,0.0448,2344,66.56,2128,0.2106,2.7,0,30,685.9484963,-0.511983387,8462,4133,4329,8,12,3,2,0,1,0,3,0,82,b2
covered,adjective,1,0,0,0,1,37662109,42,0.823529412,3011,78.9629,2892,0.3216,996,32.1516,986,0.0418,1994,56.6214,1950,0.193,3.41,0,29,478.4977056,-0.577555807,2279,17081,-14802,7,8,2,1,0,0,0,0,0,0,b1
cow,noun,4,1,3,1,0,8267976,1283,25.15686275,577,15.1317,499,0.0555,708,22.8548,692,0.0293,385,10.9324,342,0.0339,4.96,0,28,576.0663851,-0.709465811,2612,4082,-1470,3,7,1,1,0,0,0,0,0,0,a1
crack,noun,23,9,10,3,0,16633701,881,17.2745098,861,22.5796,797,0.0886,1179,38.059,1159,0.0491,783,22.234,746,0.0738,4.53,0,30,434.697668,-0.647220382,4902,455,4447,5,7,1,1,0,0,0,0,0,0,b2
crack,verb,23,5,13,3,0,16633701,775,15.19607843,861,22.5796,797,0.0886,1179,38.059,1159,0.0491,783,22.234,746,0.0738,4.53,0,30,434.697668,-0.647220382,4902,455,4447,5,7,1,1,0,0,0,0,0,0,b2
craft,noun,6,4,5,3,0,16528294,279,5.470588235,3019,79.1727,2667,0.2966,769,24.8239,746,0.0316,1279,36.3184,1185,0.1173,3.48,0,29,506.690422,-0.610454836,5296,2920,2376,5,9,1,1,0,0,0,0,0,0,b2
craft,verb,6,0,1,1,0,16528294,9,0.176470588,3019,79.1727,2667,0.2966,769,24.8239,746,0.0316,1279,36.3184,1185,0.1173,3.48,0,29,506.690422,-0.610454836,5296,2920,2376,5,9,1,1,0,0,0,0,0,0,c1
crash,noun,17,4,5,3,0,15302627,871,17.07843137,747,19.5899,681,0.0757,1081,34.8955,1067,0.0452,1942,55.1448,1845,0.1826,3.79,0,29,570.708927,-0.642161359,1003,6686,-5683,5,7,1,1,0,0,0,0,0,0,b2
crash,verb,17,6,13,1,0,15302627,589,11.54901961,747,19.5899,681,0.0757,1081,34.8955,1067,0.0452,1942,55.1448,1845,0.1826,3.79,0,29,570.708927,-0.642161359,1003,6686,-5683,5,7,1,1,0,0,0,0,0,0,b2
crawl,verb,8,2,5,1,0,2859784,532,10.43137255,393,10.3064,374,0.0416,440,14.2035,433,0.0183,167,4.7421,164,0.0162,4.27,0,30,476.7671564,-0.619964713,10287,2342,7945,5,8,1,1,0,0,0,0,0,0,c1
crazy,adjective,7,3,0,0,0,23032837,13856,271.6862745,4851,127.2166,4525,0.5032,10809,348.9229,10544,0.4468,1448,41.1173,1390,0.1376,2.37,0,30,555.9726907,-0.726382118,2321,5649,-3328,5,10,2,2,0,1,0,1,0,2486,a2
cream,adjective,8,0,0,0,0,25898758,23,0.450980392,4858,127.4002,3911,0.4349,2827,91.2577,2692,0.1141,2101,59.6598,1816,0.1798,4.83,0,30,395.111188,-0.736275079,1811,6544,-4733,5,8,1,1,0,0,0,0,0,0,b1
cream,noun,8,2,3,2,0,25898758,2434,47.7254902,4858,127.4002,3911,0.4349,2827,91.2577,2692,0.1141,2101,59.6598,1816,0.1798,4.83,0,30,395.111188,-0.736275079,1811,6544,-4733,5,8,1,1,0,0,0,0,0,0,a1
create,verb,5,3,3,5,0,137071122,1289,25.2745098,6723,176.3095,6286,0.699,2871,92.6781,2808,0.119,5060,143.6833,4920,0.487,2.62,0,29,480.3113605,-0.689694759,1153,355,798,6,11,2,1,0,0,0,0,0,0,a1
creation,noun,6,5,5,5,0,29390035,310,6.078431373,1838,48.2012,1700,0.189,719,23.2099,716,0.0303,1045,29.6737,1028,0.1018,2.15,0,27,522.3202971,-0.605862742,1519,6076,-4557,8,13,3,2,0,1,0,3,0,1599,b2
creative,adjective,2,1,0,0,1,47737474,548,10.74509804,3852,101.018,3502,0.3894,2153,69.5005,2111,0.0894,1569,44.5532,1515,0.15,1.93,0,27,416.4843351,-0.71670196,1924,7271,-5347,8,13,3,2,0,1,0,3,0,580,a2
creativity,noun,1,1,1,1,1,7625520,96,1.882352941,1169,30.6568,1091,0.1213,721,23.2744,708,0.03,360,10.2225,354,0.035,1.8,0,30,633.5962005,-0.60135017,1028,5408,-4380,10,17,5,3,0,2,0,6,0,1160,b2
creator,noun,2,1,1,2,0,11071006,142,2.784313725,687,18.0165,631,0.0702,340,10.9755,333,0.0141,298,8.462,289,0.0286,3.07,1,29,373.468087,-0.694253689,676,2408,-1732,7,12,3,2,0,1,0,2,0,289,c1
creature,noun,3,3,3,1,0,5182781,1092,21.41176471,738,19.3539,660,0.0734,156,5.0358,153,0.0065,190,5.3952,186,0.0184,4.07,0,28,512.5107856,-0.628823618,2403,14093,-11690,8,11,2,1,0,0,0,0,0,0,b2
credible,adjective,3,1,0,0,1,2863534,84,1.647058824,234,6.1366,228,0.0254,77,2.4856,74,0.0031,274,7.7805,270,0.0267,1.72,0,29,870.4140657,-0.387132382,11097,14110,-3013,8,12,3,2,0,1,0,4,0,872,c1
credit,noun,12,6,9,4,2,175916536,2228,43.68627451,2340,61.3661,1982,0.2204,2067,66.7244,1983,0.084,5216,148.113,4561,0.4515,2.71,1,29,337.8245008,-0.76762381,737,2712,-1975,6,9,2,1,0,0,0,0,0,0,a2
credit,verb,12,1,4,2,1,175916536,104,2.039215686,2340,61.3661,1982,0.2204,2067,66.7244,1983,0.084,5216,148.113,4561,0.4515,2.71,1,29,337.8245008,-0.76762381,737,2712,-1975,6,9,2,1,0,0,0,0,0,0,b2
creep,verb,8,3,4,1,0,1811981,202,3.960784314,220,5.7695,219,0.0244,330,10.6527,317,0.0134,79,2.2433,79,0.0078,3.38,0,29,454.3373034,-0.591207301,7468,6209,1259,5,8,1,1,0,0,0,0,0,0,c1
crew,noun,5,2,4,2,0,22443877,2175,42.64705882,1228,32.2041,1097,0.122,2375,76.6668,2343,0.0993,1871,53.1287,1775,0.1757,4.36,0,28,583.9019121,-0.672941,3211,8363,-5152,4,7,1,1,0,0,0,0,0,0,b2
crime,noun,2,1,2,1,0,40361756,3640,71.37254902,2536,66.5062,2151,0.2392,804,25.9537,778,0.033,3519,99.9252,3242,0.3209,3.03,0,29,314.7795159,-0.758418153,2425,11741,-9316,5,9,1,1,0,0,0,0,0,0,a2
criminal,adjective,4,2,0,0,0,33646918,938,18.39215686,1230,32.2565,1108,0.1232,465,15.0106,458,0.0194,3511,99.698,3344,0.331,3.48,1,28,371.6540919,-0.715679045,296,929,-633,8,12,3,2,0,1,0,2,0,1431,b1
criminal,noun,4,1,1,1,0,33646918,805,15.78431373,1230,32.2565,1108,0.1232,465,15.0106,458,0.0194,3511,99.698,3344,0.331,3.48,1,28,371.6540919,-0.715679045,296,929,-633,8,12,3,2,0,1,0,2,0,1431,a2
crisis,noun,2,0,2,2,0,19470970,850,16.66666667,1468,38.498,1314,0.1461,620,20.0141,605,0.0256,2946,83.6543,2829,0.28,2.33,0,30,565.7622056,-0.601190324,6382,231,6151,6,11,2,1,0,0,0,0,0,0,b2
critic,noun,3,0,3,3,0,4442069,192,3.764705882,297,7.7888,275,0.0306,123,3.9705,117,0.005,543,15.419,534,0.0529,3.55,0,29,635.035064,-0.607775378,2422,11346,-8924,6,9,2,1,0,0,0,0,0,0,b2
critical,adjective,7,2,0,0,4,46136062,625,12.25490196,1544,40.4911,1460,0.1624,646,20.8534,637,0.027,2283,64.8279,2254,0.2231,2.14,0,28,476.6828499,-0.692804405,1235,1894,-659,8,12,3,2,0,1,0,2,0,1431,b2
critically,adverb,1,0,0,0,1,3203629,36,0.705882353,175,4.5893,175,0.0195,34,1.0975,34,0.0014,253,7.1842,252,0.0249,1.93,0,28,738.4707187,-0.541867484,3321,9948,-6627,10,11,4,3,0,2,0,4,0,4329,b2
criticism,noun,3,3,3,3,0,10943753,155,3.039215686,819,21.4781,761,0.0846,257,8.2962,249,0.0106,1199,34.0467,1186,0.1174,2.07,0,27,613.0245089,-0.586581622,5640,3128,2512,9,14,3,2,0,1,0,3,0,271,b2
critique,noun,3,2,2,2,0,4462001,25,0.490196078,458,12.011,417,0.0464,145,4.6807,141,0.006,117,3.3223,114,0.0113,2.55,0,29,800.1034971,-0.449744824,10972,14038,-3066,8,10,2,1,0,0,0,0,0,0,c1
crop,noun,12,2,6,2,0,11244764,233,4.568627451,586,15.3677,545,0.0606,130,4.1965,130,0.0055,479,13.6016,460,0.0455,4.24,0,25,548.2602624,-0.537853966,12556,4656,7900,4,7,1,1,0,0,0,0,0,0,b2
cross,noun,16,5,6,3,0,74230978,1069,20.96078431,2770,72.6428,2515,0.2797,1538,49.6478,1515,0.0642,1952,55.4288,1846,0.1827,4.44,0,27,672.4665267,-0.59093403,1974,2320,-346,5,7,1,1,0,0,0,0,0,0,a2
cross,verb,16,5,8,5,1,74230978,1548,30.35294118,2770,72.6428,2515,0.2797,1538,49.6478,1515,0.0642,1952,55.4288,1846,0.1827,4.44,0,27,672.4665267,-0.59093403,1974,2320,-346,5,7,1,1,0,0,0,0,0,0,a2
crowd,noun,6,1,2,1,0,11409218,1798,35.25490196,2065,54.1543,1879,0.2089,1912,61.7208,1866,0.0791,3775,107.1945,3636,0.3599,4.52,0,29,674.6984792,-0.630142506,5714,3233,2481,5,9,1,1,0,0,0,0,0,0,a2
crowded,adjective,1,0,0,0,1,3236969,297,5.823529412,511,13.4009,495,0.055,273,8.8127,272,0.0115,618,17.5487,614,0.0608,3.28,0,29,633.0707917,-0.521521409,6756,620,6136,7,11,2,1,0,0,0,0,0,0,a2
crown,noun,15,8,12,5,0,16651038,628,12.31372549,894,23.445,798,0.0887,450,14.5263,435,0.0184,638,18.1166,620,0.0614,4.81,0,27,535.7427924,-0.629668879,6009,6793,-784,5,9,1,1,0,0,0,0,0,0,c1
crucial,adjective,4,1,0,0,1,9880976,235,4.607843137,604,15.8398,597,0.0664,241,7.7797,240,0.0102,1000,28.3959,993,0.0983,2.08,0,25,504.3068511,-0.55640883,9864,9494,370,7,11,2,1,0,0,0,0,0,0,b2
crude,adjective,7,5,0,0,1,5119129,151,2.960784314,234,6.1366,224,0.0249,46,1.4849,45,0.0019,539,15.3054,485,0.048,1.96,0,28,589.8814777,-0.5509526,24095,6131,17964,5,8,1,1,0,0,0,0,0,0,c1
cruel,adjective,2,1,0,0,0,4180956,938,18.39215686,522,13.6894,506,0.0563,279,9.0063,270,0.0114,223,6.3323,222,0.022,2.11,0,28,576.2707661,-0.699888621,4670,467,4203,5,9,2,1,0,0,0,0,0,0,b1
cruise,noun,5,1,1,0,0,27827938,489,9.588235294,480,12.5879,400,0.0445,661,21.3376,649,0.0275,920,26.1242,776,0.0768,4.03,0,29,539.898781,-0.586779813,7651,2954,4697,6,8,1,1,0,0,0,0,0,0,b2
