Pos,N_meanings,N_Thesaurus,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,Conc_SD,Percent_known,N_unknown,N_participants,nobs,accuracy,rt_correct_mean,rt_correct_std,rt_zscore_correct_mean,rt_zscore_correct_std,rank_L2,nobs_L1,acc_L1,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,level
adverb,26,7,1,0,0,0,61836702,816,16,4213,110.4852,3806,0.4232,3425,110.5616,3305,0.14,5408,153.5651,4914,0.4864,3.9,1.4,1,0,29,228,0.978070175,913.8565022,583.8240024,-0.702052427,0.436445192,2132,391,0.997442455,3579,-1447,5,9,1,1,0,1,0,0,0,0,0,11,1
noun,26,7,10,14,2,0,61836702,676,13.25490196,4213,110.4852,3806,0.4232,3425,110.5616,3305,0.14,5408,153.5651,4914,0.4864,3.9,1.4,1,0,29,228,0.978070175,913.8565022,583.8240024,-0.702052427,0.436445192,2132,391,0.997442455,3579,-1447,5,9,1,1,0,1,0,0,0,0,0,11,3
preposition,26,7,0,0,0,0,61836702,594,11.64705882,4213,110.4852,3806,0.4232,3425,110.5616,3305,0.14,5408,153.5651,4914,0.4864,3.9,1.4,1,0,29,228,0.978070175,913.8565022,583.8240024,-0.702052427,0.436445192,2132,391,0.997442455,3579,-1447,5,9,1,1,0,1,0,0,0,0,0,11,1
noun,5,3,2,2,2,0,31439231,873,17.11764706,1278,33.5153,1174,0.1305,754,24.3397,747,0.0317,2639,74.9368,2386,0.2362,3.88,1.39,1,0,24,234,0.944444444,937.8371041,498.7443239,-0.68430918,0.547202348,5487,431,0.997679814,1854,3633,5,7,1,1,0,1,0,0,0,0,0,1,1
adjective,7,4,1,0,0,0,45407189,1184,23.21568627,1252,32.8335,1111,0.1235,453,14.6232,445,0.0189,940,26.6922,878,0.0869,3.14,1.35,1,0,28,257,0.984435798,901.1857708,414.4842572,-0.726916811,0.483324833,1408,345,0.997101449,4602,-3194,5,10,2,2,0,1,1,0,2,0,1431,6,2
verb,5,5,2,3,1,0,3432829,696,13.64705882,558,14.6335,512,0.0569,367,11.847,361,0.0153,296,8.4052,277,0.0274,4.33,1.18,1,0,27,225,0.813333333,1074.584699,640.3494,-0.553672317,0.626242534,16838,430,0.990697674,10690,6148,3,6,1,1,0,1,0,0,0,0,0,7,3
adjective,7,2,1,0,0,0,17684157,492,9.647058824,785,20.5865,696,0.0774,215,6.9404,209,0.0089,470,13.3461,439,0.0435,4.86,0.74,1,0,29,281,0.946619217,939.6578947,462.1554662,-0.692141194,0.444502485,5300,396,1,366,4934,6,7,2,2,0,1,1,0,2,0,2274,7,3
noun,7,2,5,5,2,0,17684157,221,4.333333333,785,20.5865,696,0.0774,215,6.9404,209,0.0089,470,13.3461,439,0.0435,4.86,0.74,1,0,29,281,0.946619217,939.6578947,462.1554662,-0.692141194,0.444502485,5300,396,1,366,4934,6,7,2,2,0,1,1,0,2,0,2274,7,3
noun,3,6,2,2,1,0,2576642,283,5.549019608,330,8.6542,303,0.0337,51,1.6463,48,0.002,27,0.7667,24,0.0024,3.64,1.47,1,0,28,255,0.945098039,988.8962656,520.5577554,-0.663909478,0.440369375,5433,386,0.997409326,3818,1615,7,8,2,1,0,1,0,0,0,0,0,2,1
adjective,5,5,4,0,0,1,3672620,1121,21.98039216,495,12.9813,466,0.0518,1020,32.9264,996,0.0422,182,5.1681,173,0.0171,2.52,1.42,1,0,25,205,0.975609756,842.07,388.6497372,-0.753082848,0.421904902,2426,365,0.980821918,16514,-14088,4,7,1,1,0,1,0,0,0,0,0,5,1
noun,1,4,1,1,0,0,12992179,34,0.666666667,201,5.2712,169,0.0188,147,4.7453,137,0.0058,110,3.1235,93,0.0092,4.33,1.24,1,0,27,233,0.922746781,984.4139535,565.2930022,-0.598679246,0.555898982,7467,418,0.995215311,5434,2033,5,8,2,1,0,1,0,0,0,0,0,1,2
noun,12,3,5,6,2,0,2879219,123,2.411764706,502,13.1649,492,0.0547,740,23.8878,734,0.0311,210,5.9631,207,0.0205,2.59,1.22,1,0,27,215,0.939534884,1068.707921,625.4611344,-0.559737045,0.656962033,5961,379,1,364,5597,4,8,1,1,0,1,0,0,0,0,0,4,3
verb,12,3,3,5,2,0,2879219,1331,26.09803922,502,13.1649,492,0.0547,740,23.8878,734,0.0311,210,5.9631,207,0.0205,2.59,1.22,1,0,27,215,0.939534884,1068.707921,625.4611344,-0.559737045,0.656962033,5961,379,1,364,5597,4,8,1,1,0,1,0,0,0,0,0,4,3
noun,19,4,9,12,11,0,57912422,1777,34.84313725,2423,63.5427,2187,0.2432,1714,55.3292,1633,0.0692,2354,66.844,2224,0.2201,2.57,1.37,1,0,28,222,1,866.9144144,381.9806525,-0.761855398,0.433979561,36,409,0.995110024,5806,-5770,4,7,1,1,0,1,0,0,0,0,0,8,0
verb,19,4,5,6,3,0,57912422,679,13.31372549,2423,63.5427,2187,0.2432,1714,55.3292,1633,0.0692,2354,66.844,2224,0.2201,2.57,1.37,1,0,28,222,1,866.9144144,381.9806525,-0.761855398,0.433979561,36,409,0.995110024,5806,-5770,4,7,1,1,0,1,0,0,0,0,0,8,2
noun,2,3,1,1,1,0,8196826,129,2.529411765,736,19.3015,665,0.0739,121,3.906,119,0.005,2057,58.4104,1975,0.1955,2.32,1.35,0.892857143,3,28,239,0.790794979,1271.73545,925.3126866,-0.282388734,0.915867044,18692,405,0.992592593,8989,9703,6,9,2,1,0,1,0,0,0,0,0,8,4
noun,57,2,10,16,9,0,117213565,2021,39.62745098,10735,281.5235,9475,1.0536,10577,341.4337,10118,0.4287,14872,422.3039,13712,1.3573,4.31,1.05,1,0,26,185,0.994594595,835.4728261,430.5767378,-0.819022499,0.442022599,443,421,0.997624703,2155,-1712,3,6,1,1,0,1,0,0,0,0,0,17,1
verb,57,2,26,38,16,2,117213565,15838,310.5490196,10735,281.5235,9475,1.0536,10577,341.4337,10118,0.4287,14872,422.3039,13712,1.3573,4.31,1.05,1,0,26,185,0.994594595,835.4728261,430.5767378,-0.819022499,0.442022599,443,421,0.997624703,2155,-1712,3,6,1,1,0,1,0,0,0,0,0,17,0
noun,9,7,5,10,5,0,7381022,252,4.941176471,576,15.1055,509,0.0566,374,12.073,365,0.0155,724,20.5586,696,0.0689,4.86,0.35,1,0,29,255,0.976470588,946.0562249,432.6841917,-0.617244484,0.611884599,2326,405,1,731,1595,6,7,2,2,0,1,1,0,2,0,2274,17,1
noun,12,1,3,5,3,0,72879426,878,17.21568627,7493,196.5026,6681,0.7429,6071,195.9766,5933,0.2514,8194,232.6761,7792,0.7713,4.27,1.2,1,0,30,244,0.991803279,918.7024793,562.7016801,-0.727853954,0.458043049,616,419,0.992840095,8440,-7824,7,8,2,1,0,1,0,0,0,0,0,17,1
adjective,2,7,0,0,0,1,30998929,59,1.156862745,738,19.3539,672,0.0747,139,4.487,137,0.0058,1091,30.9799,1040,0.1029,2.67,1.57,0.964285714,1,28,275,0.890909091,945.9142857,417.6455729,-0.576690293,0.72636885,10271,380,0.994736842,7214,3057,5,10,2,1,0,1,0,0,0,0,0,2,3
noun,16,2,5,6,3,0,14684452,852,16.70588235,1268,33.2531,1197,0.1331,1462,47.1945,1418,0.0601,1481,42.0543,1419,0.1405,2.9,1.35,1,0,30,238,0.966386555,931.573913,420.7715529,-0.679821321,0.58345007,3427,430,0.997674419,1884,1543,4,6,1,1,0,1,0,0,0,0,0,8,3
verb,16,2,5,7,2,2,14684452,693,13.58823529,1268,33.2531,1197,0.1331,1462,47.1945,1418,0.0601,1481,42.0543,1419,0.1405,2.9,1.35,1,0,30,238,0.966386555,931.573913,420.7715529,-0.679821321,0.58345007,3427,430,0.997674419,1884,1543,4,6,1,1,0,1,0,0,0,0,0,8,3
verb,13,4,3,4,1,1,2546938,106,2.078431373,221,5.7957,206,0.0229,244,7.8765,243,0.0103,257,7.2977,242,0.024,4.84,0.37,1,0,25,262,0.801526718,1135.233333,727.6343776,-0.379105264,0.789503372,17832,419,1,604,17228,4,6,1,1,0,1,0,0,0,0,0,7,4
adjective,5,7,2,0,0,1,9331652,715,14.01960784,776,20.3505,686,0.0763,173,5.5846,170,0.0072,348,9.8818,332,0.0329,1.77,1.28,1,0,30,278,0.899280576,1101.548,650.5630059,-0.453548074,0.630208958,9505,427,0.992974239,8205,1300,6,11,2,1,0,1,0,0,0,0,0,14,4
noun,9,5,2,5,2,0,5670665,511,10.01960784,979,25.6741,848,0.0943,345,11.1369,339,0.0144,759,21.5525,729,0.0722,2.8,1.52,1,0,30,280,0.953571429,1167.498127,845.2492197,-0.468856982,0.773159985,4666,419,0.997613365,2249,2417,9,14,3,2,0,1,1,0,4,0,3,14,4
verb,9,5,1,4,1,0,5670665,401,7.862745098,979,25.6741,848,0.0943,345,11.1369,339,0.0144,759,21.5525,729,0.0722,2.8,1.52,1,0,30,280,0.953571429,1167.498127,845.2492197,-0.468856982,0.773159985,4666,419,0.997613365,2249,2417,9,14,3,2,0,1,1,0,4,0,3,14,4
adjective,3,7,1,0,0,1,13010129,3233,63.39215686,3580,93.8849,3270,0.3636,7898,254.9535,7658,0.3245,1099,31.2071,1047,0.1036,3.07,1.58,1,0,29,235,0.995744681,882.8418803,371.9925766,-0.724507489,0.440775471,264,379,0.992084433,9999,-9735,3,6,1,1,0,1,0,0,0,0,0,6,0
adverb,2,2,2,0,0,1,3905175,240,4.705882353,1428,37.449,1414,0.1572,1012,32.6681,1009,0.0428,310,8.8027,310,0.0307,2.43,1.45,1,0,28,259,0.957528958,936.9112903,390.5010383,-0.676504657,0.50346357,4279,427,0.992974239,8190,-3911,5,8,2,2,0,1,1,0,2,0,2898,6,1
adjective,8,7,1,0,0,2,63168116,6953,136.3333333,3403,89.2431,3220,0.3581,4705,151.881,4637,0.1965,3121,88.6236,2992,0.2962,3.41,1.55,1,0,29,196,0.989795918,910.0412371,427.8937551,-0.743634921,0.524055167,884,422,0.992890995,8329,-7445,4,8,1,1,0,1,0,0,0,0,0,12,1
noun,6,3,4,6,4,1,111064464,1647,32.29411765,1960,51.4007,1766,0.1964,900,29.0527,870,0.0369,6349,180.2856,5839,0.578,2.37,1.31,1,0,27,263,0.980988593,947.2596899,513.5788203,-0.637990267,0.61125304,1805,384,0.997395833,3919,-2114,6,10,2,2,0,1,1,0,3,0,580,12,2
noun,6,5,2,3,1,0,5227908,122,2.392156863,315,8.2608,292,0.0325,139,4.487,132,0.0056,154,4.373,147,0.0146,4.59,0.69,1,0,27,238,0.932773109,976.8783784,483.6319686,-0.596510752,0.531308233,6577,391,0.989769821,11827,-5250,4,8,1,1,0,1,0,0,0,0,0,6,2
verb,6,5,2,4,3,0,5227908,576,11.29411765,315,8.2608,292,0.0325,139,4.487,132,0.0056,154,4.373,147,0.0146,4.59,0.69,1,0,27,238,0.932773109,976.8783784,483.6319686,-0.596510752,0.531308233,6577,391,0.989769821,11827,-5250,4,8,1,1,0,1,0,0,0,0,0,6,1
noun,4,4,2,4,3,0,9341445,189,3.705882353,282,7.3954,252,0.028,127,4.0997,126,0.0053,299,8.4904,273,0.027,4.17,1.1,1,0,29,269,0.936802974,1122.746032,873.4027009,-0.497240888,0.695166382,6203,446,0.997757848,1637,4566,7,10,2,1,0,1,0,0,0,0,0,6,1
noun,3,4,3,3,2,0,4759044,631,12.37254902,134,3.5141,127,0.0141,107,3.454,104,0.0044,82,2.3285,79,0.0078,4.86,0.59,1,0,28,278,0.917266187,958.5529412,444.70927,-0.667364823,0.497913287,7902,406,0.992610837,8935,-1033,6,9,2,2,0,1,1,0,2,0,289,6,2
noun,5,4,2,3,3,0,38929141,401,7.862745098,710,18.6196,605,0.0673,365,11.7825,359,0.0152,667,18.9401,622,0.0616,3.45,1.4,1,0,29,242,0.91322314,974.479638,356.9009995,-0.671277927,0.449650309,8249,396,0.994949495,6480,1769,5,9,1,1,0,1,0,0,0,0,0,7,4
noun,1,1,0,1,1,0,8923706,866,16.98039216,1809,47.4407,1491,0.1658,1384,44.6766,1316,0.0558,1648,46.7965,1431,0.1416,4.97,0.19,1,0,29,244,0.959016393,978.8461538,521.9080316,-0.618349395,0.636830572,4128,376,1,249,3879,5,8,2,1,0,1,0,0,0,0,0,1,0
noun,1,5,1,1,1,0,21156261,548,10.74509804,347,9.1,309,0.0344,263,8.4898,260,0.011,1963,55.7412,1792,0.1774,3.69,1.37,1,0,29,235,0.978723404,958.9695652,561.8962623,-0.686957433,0.478272794,2062,401,0.990024938,11472,-9410,6,9,3,1,0,1,0,0,0,0,0,1,1
noun,5,3,2,5,4,0,179224570,1288,25.25490196,2851,74.767,2513,0.2794,3142,101.4262,3030,0.1284,3752,106.5414,3403,0.3368,3.37,1.3,1,0,30,219,0.99086758,924.1382488,397.2169377,-0.673994689,0.587865372,800,425,0.997647059,2022,-1222,4,8,1,1,0,1,0,0,0,0,0,13,1
noun,10,1,3,3,1,0,25320518,883,17.31372549,3569,93.5964,3233,0.3595,738,23.8232,714,0.0303,2393,67.9514,2227,0.2204,4.89,0.32,1,0,27,236,0.987288136,871.7811159,285.9800137,-0.75749802,0.4068416,1118,397,0.989924433,11609,-10491,4,7,1,1,0,1,0,0,0,0,0,11,0
adverb,6,7,0,0,0,0,234822585,474,9.294117647,23777,623.5477,21464,2.3868,18333,591.8034,17835,0.7557,17055,484.2922,16183,1.6019,2.64,1.45,0.996946047,18,5894,237,0.987341772,914.3290598,445.9643631,-0.717619825,0.45561467,1115,374,0.994652406,7394,-6279,4,8,1,1,0,1,0,0,0,0,0,3,0
noun,4,4,1,3,3,0,68957421,661,12.96078431,1004,26.3297,950,0.1056,548,17.6899,545,0.0231,694,19.7068,667,0.066,3.79,1.26,1,0,29,241,0.962655602,901.0646552,417.8786876,-0.757612127,0.429654269,3792,391,0.997442455,3578,214,6,11,2,1,0,1,0,0,0,0,0,2,2
verb,4,4,1,1,1,0,68957421,83,1.62745098,1004,26.3297,950,0.1056,548,17.6899,545,0.0231,694,19.7068,667,0.066,3.79,1.26,1,0,29,241,0.962655602,901.0646552,417.8786876,-0.757612127,0.429654269,3792,391,0.997442455,3578,214,6,11,2,1,0,1,0,0,0,0,0,2,3
noun,7,7,2,4,2,0,1645521,15,0.294117647,45,1.1801,39,0.0043,13,0.4197,13,0.0006,63,1.7889,62,0.0061,2.3,1.27,0.964285714,1,28,289,0.816608997,1185.915254,594.9871742,-0.326404035,0.7579498,16526,430,0.988372093,12645,3881,8,11,2,2,0,1,1,0,3,0,1599,10,4
noun,4,2,2,2,0,0,16327687,995,19.50980392,1177,30.8666,1030,0.1145,514,16.5923,505,0.0214,884,25.102,822,0.0814,5,0,1,0,25,231,0.974025974,967.6977778,495.4005569,-0.680159457,0.515945016,2614,410,0.995121951,5771,-3157,4,7,1,1,0,1,0,0,0,0,0,20,2
noun,3,1,0,1,1,0,6382356,1095,21.47058824,948,24.8611,791,0.088,1397,45.0962,1352,0.0573,718,20.3883,647,0.064,4.9,0.31,1,0,29,244,0.987704918,936.879668,490.386818,-0.663425869,0.567508184,1062,391,0.987212276,13551,-12489,8,12,2,1,0,1,0,0,0,0,0,2,0
noun,5,1,2,3,2,0,42379243,798,15.64705882,298,7.815,273,0.0304,195,6.2948,191,0.0081,424,12.0399,403,0.0399,4.73,0.83,1,0,26,250,0.976,986.2336066,491.6537796,-0.627199655,0.433452526,2382,381,0.997375328,4031,-1649,9,13,3,1,0,1,0,0,0,0,0,1,3
noun,4,2,2,5,3,1,19684544,354,6.941176471,476,12.483,458,0.0509,200,6.4562,199,0.0084,289,8.2064,282,0.0279,1.9,1.21,0.966666667,1,30,242,0.987603306,1019.297071,587.4236654,-0.571421733,0.581805562,1086,395,0.992405063,9420,-8334,12,15,4,3,0,2,1,0,3,0,1599,39,3
adjective,2,2,1,0,0,0,14589394,518,10.15686275,764,20.0358,739,0.0822,297,9.5874,297,0.0126,452,12.8349,439,0.0435,2.07,1.21,1,0,28,250,0.968,1052.884298,624.754766,-0.513131546,0.7263922,3256,374,0.99197861,10137,-6881,9,14,3,2,0,1,1,0,3,0,153,14,3
verb,3,7,3,2,3,2,9029773,286,5.607843137,419,10.9882,405,0.045,147,4.7453,146,0.0062,305,8.6608,305,0.0302,2.04,1.09,1,0,27,235,0.961702128,1111.90708,667.4480589,-0.510466046,0.629858732,3881,402,0.995024876,6174,-2293,7,13,3,2,0,1,1,0,3,0,153,14,3
noun,4,1,0,1,1,0,10968629,794,15.56862745,3058,80.1955,2429,0.2701,1096,35.3797,1053,0.0446,2624,74.5109,2212,0.219,4.75,0.59,1,0,28,240,0.9375,990.4355556,472.330021,-0.639560916,0.494699957,6131,404,0.997524752,2944,3187,5,7,1,1,0,1,0,0,0,0,0,9,1
verb,10,2,10,7,7,0,186091095,7946,155.8039216,4313,113.1077,4027,0.4478,4285,138.3231,4195,0.1777,4117,116.9059,3944,0.3904,2.42,1.1,1,0,26,207,1,858.2222222,453.7380653,-0.738275881,0.551321182,53,439,0.988610478,12512,-12459,4,8,1,1,0,1,0,0,0,0,0,5,1
noun,5,3,3,3,3,0,21120835,115,2.254901961,1211,31.7583,1157,0.1287,926,29.892,911,0.0386,909,25.8119,880,0.0871,2.36,1.22,1,0,25,233,0.982832618,918.2925764,401.6527118,-0.703218687,0.534130001,1592,392,0.994897959,6700,-5108,6,10,2,1,0,1,0,0,0,0,0,5,3
noun,11,2,0,1,0,0,156845267,418,8.196078431,31152,816.9557,28310,3.148,32228,1040.3447,30963,1.3119,23512,667.6445,22277,2.2051,2.58,1.27,1,0,26,215,0.990697674,859.0469484,366.2266512,-0.731343365,0.478990222,819,386,0.992227979,9789,-8970,3,7,1,1,0,1,0,0,0,0,0,7,4
verb,11,2,6,9,4,0,156845267,83066,1628.745098,31152,816.9557,28310,3.148,32228,1040.3447,30963,1.3119,23512,667.6445,22277,2.2051,2.58,1.27,1,0,26,215,0.990697674,859.0469484,366.2266512,-0.731343365,0.478990222,819,386,0.992227979,9789,-8970,3,7,1,1,0,1,0,0,0,0,0,7,0
noun,18,7,6,10,8,0,46307526,425,8.333333333,1520,39.8617,1381,0.1536,524,16.9151,507,0.0215,1041,29.5601,1009,0.0999,4.39,0.83,1,0,28,257,0.968871595,949.8192771,390.5548311,-0.657773894,0.444913013,3144,404,1,895,2249,5,9,1,1,0,1,0,0,0,0,0,7,3
verb,9,2,2,7,2,0,18173060,198,3.882352941,428,11.2242,399,0.0444,243,7.8442,239,0.0101,228,6.4743,220,0.0218,3.48,1.35,1,0,29,223,0.986547085,929.5272727,568.8046058,-0.659501201,0.516495866,1224,411,0.99756691,2572,-1348,4,7,1,1,0,1,0,0,0,0,0,2,2
noun,2,5,2,2,1,0,4315093,413,8.098039216,399,10.4637,373,0.0415,396,12.7832,391,0.0166,1119,31.775,1092,0.1081,2.13,1.36,1,0,30,265,0.950943396,1038.543651,725.7544626,-0.549486444,0.669460819,4906,415,0.992771084,8581,-3675,7,11,2,1,0,1,0,0,0,0,0,5,3
noun,4,3,2,2,1,0,2972708,191,3.745098039,427,11.198,412,0.0458,451,14.5586,445,0.0189,313,8.8879,306,0.0303,2.96,1.51,1,0,27,239,0.966527197,1011.701299,585.4572661,-0.589760505,0.543390559,3414,405,0.990123457,11365,-7951,5,8,1,1,0,1,0,0,0,0,0,7,3
verb,4,3,2,2,1,0,2972708,1523,29.8627451,427,11.198,412,0.0458,451,14.5586,445,0.0189,313,8.8879,306,0.0303,2.96,1.51,1,0,27,239,0.966527197,1011.701299,585.4572661,-0.589760505,0.543390559,3414,405,0.990123457,11365,-7951,5,8,1,1,0,1,0,0,0,0,0,7,3
adjective,1,5,1,0,0,0,5571680,1337,26.21568627,1330,34.879,1265,0.1407,1854,59.8486,1817,0.077,486,13.8004,476,0.0471,3,1.56,1,0,29,289,0.944636678,996.2564103,726.4338814,-0.639019812,0.58026113,5480,374,1,87,5393,5,10,2,2,0,1,1,0,1,0,2486,7,1
noun,3,3,0,3,0,0,9972760,319,6.254901961,714,18.7245,667,0.0742,145,4.6807,143,0.0061,701,19.9055,683,0.0676,2.62,1.29,1,0,29,276,0.905797101,1148.98,878.5424286,-0.495469959,0.724307407,8893,380,0.989473684,12126,-3233,8,14,4,1,0,1,0,0,0,0,0,1,3
noun,10,2,7,10,5,0,29372413,3808,74.66666667,4325,113.4224,3780,0.4203,1797,58.0085,1759,0.0745,3793,107.7057,3644,0.3607,3.93,1.33,1,0,27,217,0.953917051,990.115942,522.1871722,-0.637692613,0.626108026,4634,419,0.992840095,8426,-3792,5,7,1,1,0,1,0,0,0,0,0,5,1
noun,4,5,1,2,2,0,64504515,1383,27.11764706,1703,44.6609,1598,0.1777,2165,69.8879,2122,0.0899,2348,66.6736,2245,0.2222,3.48,1.22,1,0,27,253,0.936758893,996.092827,505.8861664,-0.626400821,0.49064752,6213,431,0.995359629,5035,1178,8,10,2,1,0,1,0,0,0,0,0,1,1
verb,4,5,0,2,2,0,64504515,136,2.666666667,1703,44.6609,1598,0.1777,2165,69.8879,2122,0.0899,2348,66.6736,2245,0.2222,3.48,1.22,1,0,27,253,0.936758893,996.092827,505.8861664,-0.626400821,0.49064752,6213,431,0.995359629,5035,1178,8,10,2,1,0,1,0,0,0,0,0,1,3
noun,7,2,5,5,2,0,28309089,354,6.941176471,845,22.16,812,0.0903,173,5.5846,172,0.0073,1032,29.3046,1007,0.0997,2.41,1.19,1,0,27,266,0.913533835,1023.530864,486.2850341,-0.575050571,0.578899342,8220,398,1,759,7461,6,8,1,1,0,1,0,0,0,0,0,4,3
noun,3,5,2,3,3,0,6106465,186,3.647058824,293,7.6839,279,0.031,162,5.2295,160,0.0068,269,7.6385,259,0.0256,3.5,1.48,1,0,26,262,0.91221374,1136.343096,789.058411,-0.464701253,0.735880245,8345,365,0.991780822,10308,-1963,7,8,2,2,0,1,1,0,2,0,129,27,3
noun,10,1,4,7,3,0,343057316,16973,332.8039216,17796,466.697,14105,1.5685,21177,683.6099,20409,0.8647,35688,1013.3931,29250,2.8953,4.79,0.57,1,0,28,179,0.994413408,840.2191011,290.4743875,-0.824942194,0.30750356,445,421,0.997624703,2152,-1707,6,8,1,1,0,1,0,0,0,0,0,27,0
noun,2,7,2,2,2,0,174232809,1892,37.09803922,3271,85.7814,2743,0.305,1854,59.8486,1780,0.0754,2895,82.2061,2662,0.2635,2.79,1.48,0.998639224,8,5879,232,0.978448276,919.4096916,591.7304565,-0.752470139,0.520017268,2091,414,0.997584541,2434,-343,7,11,2,2,0,1,1,0,4,0,323,13,0
adjective,2,2,0,0,0,1,42415451,580,11.37254902,1027,26.9329,904,0.1005,199,6.4239,195,0.0083,586,16.64,569,0.0563,2.45,1.43,1,0,29,275,0.981818182,1099.577778,772.7243262,-0.521698919,0.621660053,1720,435,0.995402299,4933,-3213,10,15,2,3,0,1,2,0,5,0,1478,13,2
noun,1,7,0,1,1,0,8600655,617,12.09803922,483,12.6666,438,0.0487,188,6.0688,185,0.0078,431,12.2386,423,0.0419,4.24,1.2,1,0,25,241,0.979253112,1009.59322,554.667042,-0.619516158,0.653560245,2006,396,0.997474747,3358,-1352,9,14,2,3,0,1,2,0,6,0,926,13,0
noun,4,6,4,4,3,0,23349420,285,5.588235294,529,13.8729,498,0.0554,127,4.0997,122,0.0052,422,11.9831,420,0.0416,3.74,1.43,1,0,27,287,0.871080139,981.244,533.1872269,-0.617651964,0.508661918,11893,401,0.995012469,6245,5648,5,9,1,1,0,1,0,0,0,0,0,25,4
noun,18,5,6,11,4,0,69315004,969,19,1522,39.9142,1353,0.1505,2312,74.6331,2260,0.0958,3487,99.0165,3262,0.3229,3.38,1.37,1,0,29,248,0.971774194,904.6016598,411.3996929,-0.678463063,0.592571541,2863,409,0.995110024,5834,-2971,5,7,1,1,0,1,0,0,0,0,0,7,1
verb,18,5,5,7,5,0,69315004,580,11.37254902,1522,39.9142,1353,0.1505,2312,74.6331,2260,0.0958,3487,99.0165,3262,0.3229,3.38,1.37,1,0,29,248,0.971774194,904.6016598,411.3996929,-0.678463063,0.592571541,2863,409,0.995110024,5834,-2971,5,7,1,1,0,1,0,0,0,0,0,7,1
noun,14,5,8,10,3,0,7457515,430,8.431372549,758,19.8784,730,0.0812,568,18.3355,553,0.0234,429,12.1818,417,0.0413,4.16,1.1,1,0,31,253,0.932806324,1053.902542,552.7017077,-0.582099982,0.501021332,6568,370,0.994594595,7466,-898,7,10,1,1,0,1,0,0,0,0,0,7,3
verb,14,5,7,6,3,0,7457515,525,10.29411765,758,19.8784,730,0.0812,568,18.3355,553,0.0234,429,12.1818,417,0.0413,4.16,1.1,1,0,31,253,0.932806324,1053.902542,552.7017077,-0.582099982,0.501021332,6568,370,0.994594595,7466,-898,7,10,1,1,0,1,0,0,0,0,0,7,3
noun,6,7,3,3,0,0,4310000,350,6.862745098,744,19.5113,694,0.0772,800,25.8246,771,0.0327,266,7.5533,253,0.025,4.32,1.12,1,0,28,253,0.968379447,1005.710204,534.2137413,-0.646095715,0.495266732,3206,445,0.993258427,7892,-4686,6,9,1,1,0,1,0,0,0,0,0,2,3
verb,6,7,2,3,1,0,4310000,987,19.35294118,744,19.5113,694,0.0772,800,25.8246,771,0.0327,266,7.5533,253,0.025,4.32,1.12,1,0,28,253,0.968379447,1005.710204,534.2137413,-0.646095715,0.495266732,3206,445,0.993258427,7892,-4686,6,9,1,1,0,1,0,0,0,0,0,2,3
noun,15,3,7,9,7,0,77183863,1125,22.05882353,2422,63.5165,2192,0.2437,2032,65.5945,1987,0.0842,1856,52.7028,1724,0.1707,4.6,1.04,1,0,30,217,0.986175115,860.411215,332.7801218,-0.734269387,0.418822711,1256,419,1,589,667,6,9,1,1,0,1,0,0,0,0,0,6,1
verb,15,3,5,7,1,0,77183863,62,1.215686275,2422,63.5165,2192,0.2437,2032,65.5945,1987,0.0842,1856,52.7028,1724,0.1707,4.6,1.04,1,0,30,217,0.986175115,860.411215,332.7801218,-0.734269387,0.418822711,1256,419,1,589,667,6,9,1,1,0,1,0,0,0,0,0,6,3
noun,4,3,2,4,2,0,14248830,127,2.490196078,331,8.6804,298,0.0331,809,26.1151,796,0.0337,940,26.6922,859,0.085,3.11,1.34,1,0,27,271,0.929889299,1155.904762,644.4937595,-0.411745986,0.64052623,6855,399,0.994987469,6307,548,9,11,2,1,0,1,0,0,0,0,0,6,3
noun,10,7,3,5,1,0,8177263,185,3.62745098,429,11.2504,398,0.0443,880,28.4071,857,0.0363,107,3.0384,100,0.0099,4.81,0.49,1,0,26,264,0.946969697,1076.076,789.3261667,-0.551063382,0.680149101,5264,399,0.994987469,6323,-1059,5,8,1,1,0,1,0,0,0,0,0,9,4
verb,10,7,3,5,2,1,8177263,1723,33.78431373,429,11.2504,398,0.0443,880,28.4071,857,0.0363,107,3.0384,100,0.0099,4.81,0.49,1,0,26,264,0.946969697,1076.076,789.3261667,-0.551063382,0.680149101,5264,399,0.994987469,6323,-1059,5,8,1,1,0,1,0,0,0,0,0,9,4
noun,4,4,2,3,3,0,32549924,996,19.52941176,923,24.2055,781,0.0868,641,20.692,623,0.0264,640,18.1734,609,0.0603,4.72,0.59,1,0,29,237,0.949367089,957.3422222,452.0990758,-0.650179609,0.452875264,5053,395,0.997468354,3398,1655,6,9,1,1,0,1,0,0,0,0,0,42,2
