words,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,lowest_level
album,5,8,2,1,0,1,0,0,0,0,0,1,b1
alcohol,7,11,3,1,0,1,0,0,0,0,0,4,b1
alcoholic,9,13,4,2,0,1,1,0,2,0,1014,4,b1
amazed,6,10,2,1,0,1,0,0,0,0,0,3,b1
ambition,8,10,3,2,0,1,1,0,3,0,1599,5,b1
ambitious,9,10,3,2,0,1,1,0,4,0,617,5,b1
analyse,7,12,#N/A,1,0,1,0,0,0,0,0,2,b1
analysis,8,12,4,1,0,1,0,0,0,0,0,3,b1
announce,8,10,2,1,0,1,0,0,0,0,0,4,b1
announcement,12,14,#N/A,2,0,1,1,0,4,0,288,4,b1
annoy,5,8,2,1,0,1,0,0,0,0,0,2,b1
annoyed,7,9,#N/A,1,0,1,0,0,0,0,0,2,b1
annoying,8,10,3,1,0,1,0,0,0,0,0,2,b1
apart,5,8,2,1,0,1,0,0,0,0,0,2,b1
apologize,9,#N/A,#N/A,2,0,1,1,0,3,0,430,6,b1
application,11,15,4,2,0,1,1,0,3,0,1599,3,b1
appointment,11,14,3,2,0,1,1,0,4,0,288,6,b1
appreciate,10,15,4,3,1,1,1,1,3,309,937,11,b1
approximately,13,16,#N/A,4,1,1,2,1,5,309,3835,7,b1
arrest,6,8,2,1,0,1,0,0,0,0,0,2,b1
arrival,7,12,3,2,0,1,1,0,2,0,1431,2,b1
assignment,10,13,3,2,0,1,1,0,4,0,288,6,b1
assist,6,8,2,1,0,1,0,0,0,0,0,4,b1
atmosphere,10,13,3,2,0,2,0,0,0,0,0,12,b1
attach,6,9,2,1,0,1,0,0,0,0,0,3,b1
attitude,8,12,3,1,0,1,0,0,0,0,0,2,b1
attract,7,9,2,1,0,1,0,0,0,0,0,7,b1
attraction,10,11,3,2,0,1,1,0,3,0,1599,7,b1
authority,9,11,4,2,0,1,1,0,3,0,580,11,b1
aware,5,8,2,1,0,1,0,0,0,0,0,5,b1
backwards,9,10,2,2,0,1,1,0,4,0,33,69,b1
bake,4,8,1,1,0,1,0,0,0,0,0,5,b1
balance,7,9,2,1,0,1,0,0,0,0,0,6,b1
ban,3,6,1,1,0,1,0,0,0,0,0,3,b1
base,4,8,1,1,0,1,0,0,0,0,0,20,b1
basic,5,10,2,2,0,1,1,0,2,0,1014,20,b1
basis,5,10,2,1,0,1,0,0,0,0,0,1,b1
battery,7,9,3,1,0,1,0,0,0,0,0,1,b1
battle,6,9,2,1,0,1,0,0,0,0,0,8,b1
beauty,6,9,2,1,0,1,0,0,0,0,0,7,b1
bee,3,6,1,1,0,1,0,0,0,0,0,8,b1
belief,6,9,2,1,0,1,0,0,0,0,0,3,b1
bell,4,6,1,1,0,1,0,0,0,0,0,13,b1
bend,4,7,1,1,0,1,0,0,0,0,0,2,b1
bite,4,8,1,1,0,1,0,0,0,0,0,7,b1
block,5,7,1,1,0,1,0,0,0,0,0,9,b1
bomb,4,6,1,1,0,1,0,0,0,0,0,6,b1
border,6,8,2,1,0,1,0,0,0,0,0,4,b1
bother,6,7,2,1,0,1,0,0,0,0,0,3,b1
branch,6,11,1,1,0,1,0,0,0,0,0,3,b1
brand,5,8,1,1,0,1,0,0,0,0,0,3,b1
brave,5,9,1,1,0,1,0,0,0,0,0,5,b1
breath,6,7,1,1,0,1,0,0,0,0,0,13,b1
breathe,7,8,1,1,0,1,0,0,0,0,0,13,b1
breathing,9,10,2,1,0,1,0,0,0,0,0,13,b1
bride,5,9,1,1,0,1,0,0,0,0,0,5,b1
bubble,6,9,2,1,0,1,0,0,0,0,0,4,b1
bury,4,7,2,1,0,1,0,0,0,0,0,9,b1
calm,4,7,1,1,0,1,0,0,0,0,0,6,b1
campaign,8,11,2,1,0,1,0,0,0,0,0,2,b1
campus,6,9,2,1,0,1,0,0,0,0,0,1,b1
candidate,9,14,3,2,0,1,1,0,3,0,937,5,b1
cap,3,6,1,1,0,1,0,0,0,0,0,15,b1
captain,7,9,2,1,0,1,0,0,0,0,0,2,b1
careless,8,10,2,2,0,1,1,0,4,0,368,12,b1
category,8,11,4,2,0,1,1,0,1,0,2486,4,b1
ceiling,7,9,2,1,0,1,0,0,0,0,0,1,b1
celebration,11,16,#N/A,3,0,1,2,0,6,0,2536,4,b1
central,7,11,2,2,0,1,1,0,2,0,1431,29,b1
ceremony,8,11,4,1,0,1,0,0,0,0,0,9,b1
chain,5,10,1,1,0,1,0,0,0,0,0,4,b1
challenge,9,13,2,1,0,1,0,0,0,0,0,4,b1
champion,8,13,3,1,0,1,0,0,0,0,0,2,b1
channel,7,11,2,1,0,1,0,0,0,0,0,2,b1
chapter,7,10,2,1,0,1,0,0,0,0,0,1,b1
charge,6,#N/A,#N/A,1,0,1,0,0,0,0,0,12,b1
cheat,5,9,1,1,0,1,0,0,0,0,0,2,b1
cheerful,8,13,2,2,0,1,1,0,3,0,343,13,b1
chemical,8,11,3,3,0,1,2,0,4,0,2445,16,b1
chest,5,9,1,1,0,1,0,0,0,0,0,6,b1
childhood,9,14,2,2,0,1,1,0,4,0,25,16,b1
claim,5,9,1,1,0,1,0,0,0,0,0,16,b1
clause,6,8,1,1,0,1,0,0,0,0,0,1,b1
click,5,7,1,1,0,1,0,0,0,0,0,1,b1
client,6,12,2,1,0,1,0,0,0,0,0,1,b1
cloth,5,7,1,1,0,1,0,0,0,0,0,24,b1
clue,4,7,1,1,0,1,0,0,0,0,0,2,b1
coal,4,8,1,1,0,1,0,0,0,0,0,8,b1
coin,4,8,1,1,0,1,0,0,0,0,0,3,b1
collection,10,11,3,2,0,1,1,0,3,0,1599,10,b1
coloured,8,8,#N/A,1,0,1,0,0,0,0,0,15,b1
combine,7,#N/A,#N/A,1,0,1,0,0,0,0,0,4,b1
commercial,10,12,3,2,0,1,1,0,2,0,1431,6,b1
commit,6,8,2,1,0,1,0,0,0,0,0,6,b1
communication,13,19,#N/A,3,0,1,2,0,6,0,2536,16,b1
comparison,10,13,4,2,0,1,1,0,4,0,1,9,b1
competitive,11,14,4,2,0,1,1,0,3,0,580,14,b1
competitor,10,12,4,2,0,1,1,0,2,0,289,14,b1
complaint,9,13,2,1,0,1,0,0,0,0,0,1,b1
complex,7,#N/A,#N/A,2,1,1,0,2,0,370,0,4,b1
concentrate,11,16,3,3,1,1,1,2,3,370,937,29,b1
conclude,8,11,2,2,1,1,0,2,0,370,0,19,b1
conclusion,10,13,3,3,1,1,1,2,3,370,1599,19,b1
confident,9,12,3,2,0,1,1,0,3,0,464,10,b1
confirm,7,10,2,2,1,1,0,2,0,370,0,16,b1
confuse,7,11,2,1,0,1,0,0,0,0,0,3,b1
confused,8,12,2,1,0,1,0,0,0,0,0,3,b1
connection,10,11,3,2,0,1,1,0,3,0,1599,9,b1
consequence,11,13,3,1,0,1,0,0,0,0,0,6,b1
consist,7,#N/A,#N/A,2,1,1,0,2,0,370,0,34,b1
consume,7,10,2,2,1,1,0,2,0,370,0,15,b1
consumer,8,11,3,3,1,1,1,2,2,370,2274,15,b1
contact,7,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b1
container,9,12,3,3,1,1,1,2,2,370,2274,18,b1
content,7,#N/A,#N/A,1,0,1,0,0,0,0,0,7,b1
continuous,10,14,4,2,0,1,1,0,4,0,617,13,b1
contrast,8,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b1
convenient,10,14,3,1,0,1,0,0,0,0,0,4,b1
convince,8,10,2,1,0,1,0,0,0,0,0,3,b1
costume,7,11,2,1,0,1,0,0,0,0,0,2,b1
cottage,7,10,2,1,0,1,0,0,0,0,0,2,b1
cotton,6,8,2,1,0,1,0,0,0,0,0,4,b1
countryside,11,15,3,2,0,2,0,0,0,0,0,68,b1
court,5,7,1,1,0,1,0,0,0,0,0,11,b1
covered,7,8,2,1,0,1,0,0,0,0,0,9,b1
cruel,5,9,2,1,0,1,0,0,0,0,0,6,b1
cultural,8,14,3,2,0,1,1,0,2,0,1431,20,b1
currency,8,10,3,1,0,1,0,0,0,0,0,1,b1
current,7,9,2,1,0,1,0,0,0,0,0,4,b1
currently,9,11,3,2,0,1,1,0,2,0,2898,4,b1
curtain,7,9,2,1,0,1,0,0,0,0,0,1,b1
custom,6,9,2,1,0,1,0,0,0,0,0,7,b1
damage,6,10,2,1,0,1,0,0,0,0,0,2,b1
decade,6,10,2,1,0,1,0,0,0,0,0,1,b1
decorate,8,13,3,2,0,1,1,0,3,0,937,17,b1
define,6,10,2,1,0,1,0,0,0,0,0,15,b1
definite,8,10,3,2,0,1,1,0,3,0,45,15,b1
definition,10,13,4,2,0,1,1,0,3,0,1599,15,b1
deliver,7,9,3,1,0,1,0,0,0,0,0,6,b1
departure,9,12,3,2,0,1,1,0,3,0,98,2,b1
despite,7,11,2,1,0,1,0,0,0,0,0,1,b1
destination,11,16,#N/A,2,0,1,1,0,3,0,1599,6,b1
determine,9,11,3,1,0,1,0,0,0,0,0,20,b1
determined,10,12,3,1,0,1,0,0,0,0,0,20,b1
development,11,14,#N/A,2,0,1,1,0,4,0,288,10,b1
diagram,7,13,3,1,0,1,0,0,0,0,0,4,b1
diamond,7,13,2,1,0,1,0,0,0,0,0,1,b1
difficulty,10,13,4,2,0,1,1,0,1,0,2486,2,b1
directly,8,13,3,2,0,1,1,0,2,0,2898,20,b1
dirt,4,7,1,1,0,1,0,0,0,0,0,5,b1
disadvantage,12,18,#N/A,2,1,1,0,3,0,296,0,6,b1
disappointed,12,16,#N/A,2,1,1,0,3,0,296,0,6,b1
disappointing,13,16,#N/A,2,1,1,0,3,0,296,0,6,b1
discount,8,#N/A,#N/A,2,1,1,0,3,0,296,0,12,b1
dislike,7,11,2,2,1,1,0,3,0,296,0,74,b1
divide,6,10,2,1,0,1,0,0,0,0,0,25,b1
documentary,11,17,5,2,0,1,1,0,3,0,356,3,b1
donate,6,12,2,2,0,1,1,0,3,0,937,13,b1
doubt,5,8,1,1,0,1,0,0,0,0,0,15,b1
dressed,7,8,#N/A,1,0,1,0,0,0,0,0,15,b1
drum,4,7,1,1,0,1,0,0,0,0,0,8,b1
drunk,5,8,1,1,0,1,0,0,0,0,0,7,b1
due,3,7,1,1,0,1,0,0,0,0,0,5,b1
dust,4,7,1,1,0,1,0,0,0,0,0,16,b1
duty,4,9,2,1,0,1,0,0,0,0,0,6,b1
earthquake,10,12,2,2,0,2,0,0,0,0,0,23,b1
eastern,7,9,2,2,0,1,1,0,3,0,21,19,b1
economic,8,13,4,2,0,1,1,0,2,0,1014,11,b1
economy,7,10,4,2,0,1,1,0,1,0,2486,11,b1
edge,4,7,1,1,0,1,0,0,0,0,0,8,b1
editor,6,8,3,2,0,1,1,0,2,0,289,11,b1
educate,7,15,3,1,0,1,0,0,0,0,0,13,b1
educated,8,17,4,1,0,1,0,0,0,0,0,13,b1
educational,11,20,#N/A,3,0,1,2,0,5,0,3030,13,b1
effective,9,10,3,3,1,1,1,1,3,96,580,59,b1
effectively,11,12,#N/A,4,1,1,2,1,5,96,3478,59,b1
effort,6,7,2,1,0,1,0,0,0,0,0,4,b1
election,8,10,3,2,0,1,1,0,3,0,1599,28,b1
element,7,10,3,1,0,1,0,0,0,0,0,2,b1
embarrassed,11,11,#N/A,1,0,1,0,0,0,0,0,4,b1
embarrassing,12,12,#N/A,1,0,1,0,0,0,0,0,4,b1
emergency,9,14,4,1,0,1,0,0,0,0,0,1,b1
emotion,7,11,3,2,0,1,1,0,3,0,1599,12,b1
employment,10,14,3,2,0,1,1,0,4,0,288,9,b1
encourage,9,12,3,2,1,1,0,2,0,148,0,11,b1
enemy,5,8,3,1,0,1,0,0,0,0,0,2,b1
engaged,7,13,2,1,0,1,0,0,0,0,0,5,b1
engineering,11,17,#N/A,2,0,1,1,0,3,0,18,2,b1
entertain,9,13,3,2,1,1,0,5,0,114,0,18,b1
entertainment,13,17,#N/A,3,1,1,1,5,4,114,288,18,b1
entrance,8,#N/A,#N/A,2,0,1,1,0,4,0,323,7,b1
entry,5,8,2,2,0,1,1,0,1,0,2486,7,b1
environmental,13,20,#N/A,3,0,1,2,0,6,0,1719,6,b1
episode,7,12,3,1,0,1,0,0,0,0,0,3,b1
equal,5,10,2,2,0,1,1,0,2,0,1431,50,b1
equally,7,11,3,3,0,1,2,0,4,0,4329,50,b1
escape,6,10,2,1,0,1,0,0,0,0,0,10,b1
essential,9,11,3,2,0,1,1,0,2,0,1431,7,b1
eventually,10,16,5,3,0,1,2,0,4,0,4329,10,b1
examine,7,10,3,1,0,1,0,0,0,0,0,6,b1
exchange,8,16,2,2,1,1,0,2,0,142,0,17,b1
excitement,10,14,3,2,0,1,1,0,4,0,288,7,b1
exhibition,10,12,4,3,1,1,1,2,3,142,1599,19,b1
expand,6,10,2,1,0,1,0,0,0,0,0,7,b1
expected,8,12,#N/A,1,0,1,0,0,0,0,0,10,b1
expedition,10,14,4,4,1,1,2,2,5,142,1626,17,b1
experienced,11,16,#N/A,1,0,1,0,0,0,0,0,4,b1
explode,7,12,2,2,1,1,0,2,0,142,0,7,b1
explore,7,10,2,1,0,1,0,0,0,0,0,6,b1
explosion,9,14,3,3,1,1,1,2,3,142,1599,7,b1
export,6,#N/A,#N/A,2,1,1,0,2,0,142,0,40,b1
fairly,6,9,2,2,0,1,1,0,2,0,2898,18,b1
familiar,8,11,3,2,0,1,1,0,2,0,129,9,b1
fancy,5,8,2,1,0,1,0,0,0,0,0,7,b1
fascinating,11,15,#N/A,1,0,1,0,0,0,0,0,2,b1
fashionable,11,13,#N/A,2,0,1,1,0,4,0,872,4,b1
fasten,6,9,2,2,0,1,1,0,2,0,204,12,b1
favour,6,9,#N/A,1,0,1,0,0,0,0,0,8,b1
fence,5,7,1,1,0,1,0,0,0,0,0,3,b1
fighting,8,10,2,1,0,1,0,0,0,0,0,12,b1
file,4,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b1
financial,9,14,3,2,0,1,1,0,2,0,1431,5,b1
fitness,7,9,2,2,0,1,1,0,4,0,1243,15,b1
fixed,5,8,1,1,0,1,0,0,0,0,0,12,b1
flag,4,7,1,1,0,1,0,0,0,0,0,7,b1
flood,5,7,1,1,0,1,0,0,0,0,0,6,b1
flour,5,10,1,1,0,1,0,0,0,0,0,5,b1
flow,4,8,1,1,0,1,0,0,0,0,0,13,b1
fold,4,9,1,1,0,1,0,0,0,0,0,10,b1
folk,4,8,1,1,0,1,0,0,0,0,0,14,b1
force,5,7,1,1,0,1,0,0,0,0,0,14,b1
forever,7,9,3,2,1,1,0,4,0,63,0,22,b1
frame,5,9,1,1,0,1,0,0,0,0,0,5,b1
freeze,6,8,1,1,0,1,0,0,0,0,0,3,b1
frequently,10,14,3,2,0,1,1,0,2,0,2898,5,b1
friendship,10,11,2,2,0,1,1,0,4,0,76,13,b1
frighten,8,11,2,2,0,1,1,0,2,0,204,6,b1
frightened,10,12,2,2,0,1,1,0,2,0,204,6,b1
frightening,11,13,#N/A,2,0,1,1,0,2,0,204,6,b1
frozen,6,11,2,2,0,1,1,0,2,0,204,3,b1
fry,3,8,1,1,0,1,0,0,0,0,0,2,b1
fuel,4,9,1,1,0,1,0,0,0,0,0,2,b1
function,8,10,2,1,0,1,0,0,0,0,0,7,b1
fur,3,6,1,1,0,1,0,0,0,0,0,5,b1
garage,6,10,2,1,0,1,0,0,0,0,0,1,b1
gather,6,7,2,1,0,1,0,0,0,0,0,4,b1
generally,9,14,4,3,0,1,2,0,4,0,4329,20,b1
generation,10,17,4,3,0,1,2,0,6,0,2536,20,b1
generous,8,12,3,1,0,1,0,0,0,0,0,6,b1
gentle,6,12,2,1,0,1,0,0,0,0,0,12,b1
gentleman,9,15,3,2,0,2,0,0,0,0,0,223,b1
ghost,5,9,1,1,0,1,0,0,0,0,0,4,b1
giant,5,12,2,1,0,1,0,0,0,0,0,2,b1
glad,4,7,1,1,0,1,0,0,0,0,0,6,b1
global,6,12,2,2,0,1,1,0,2,0,1431,7,b1
glove,5,7,1,1,0,1,0,0,0,0,0,2,b1
goods,5,7,1,1,0,1,0,0,0,0,0,1,b1
grade,5,9,1,1,0,1,0,0,0,0,0,9,b1
graduate,8,#N/A,#N/A,1,0,1,0,0,0,0,0,4,b1
grain,5,9,1,1,0,1,0,0,0,0,0,3,b1
grateful,8,13,2,2,0,1,1,0,3,0,343,19,b1
growth,6,9,1,2,0,1,1,0,2,0,53,14,b1
guard,5,7,1,1,0,1,0,0,0,0,0,22,b1
guilty,6,8,2,2,0,1,1,0,1,0,2486,9,b1
hang,4,6,1,1,0,1,0,0,0,0,0,15,b1
happiness,9,10,3,2,0,1,1,0,4,0,1243,11,b1
hardly,6,9,2,2,0,1,1,0,2,0,2898,30,b1
headline,8,11,2,2,0,2,0,0,0,0,0,162,b1
heating,7,9,#N/A,1,0,1,0,0,0,0,0,10,b1
heavily,7,9,3,2,0,1,1,0,2,0,2898,6,b1
helicopter,10,13,4,1,0,1,0,0,0,0,0,1,b1
highlight,9,12,2,2,0,2,0,0,0,0,0,69,b1
highly,6,9,2,2,0,1,1,0,2,0,2898,24,b1
hire,4,9,1,1,0,1,0,0,0,0,0,2,b1
historic,8,11,3,2,0,1,1,0,2,0,1014,13,b1
historical,10,14,4,3,0,1,2,0,4,0,2445,13,b1
honest,6,8,2,1,0,1,0,0,0,0,0,6,b1
horrible,8,11,3,2,0,1,1,0,4,0,872,9,b1
horror,6,7,2,1,0,1,0,0,0,0,0,1,b1
host,4,9,1,1,0,1,0,0,0,0,0,4,b1
hunt,4,7,1,1,0,1,0,0,0,0,0,9,b1
hurricane,9,13,3,1,0,1,0,0,0,0,0,1,b1
hurry,5,7,2,1,0,1,0,0,0,0,0,4,b1
identity,8,13,4,2,0,1,1,0,3,0,580,7,b1
ignore,6,8,2,1,0,1,0,0,0,0,0,4,b1
illegal,7,11,3,2,1,1,0,2,0,658,0,10,b1
imaginary,9,14,5,2,0,1,1,0,3,0,356,8,b1
immediate,9,11,4,1,0,1,0,0,0,0,0,3,b1
immigrant,9,11,3,3,1,1,1,2,3,358,464,13,b1
impact,6,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b1
import,6,#N/A,#N/A,2,1,1,0,2,0,358,0,40,b1
importance,10,12,3,2,0,1,1,0,4,0,323,4,b1
impression,10,11,3,3,1,1,1,2,3,358,1599,73,b1
impressive,10,11,3,3,1,1,1,2,3,358,580,73,b1
improvement,11,14,#N/A,2,0,1,1,0,4,0,288,3,b1
incredibly,10,13,4,4,1,1,2,2,5,658,3358,12,b1
indeed,6,10,2,1,0,1,0,0,0,0,0,1,b1
indicate,8,13,3,1,0,1,0,0,0,0,0,6,b1
indirect,8,13,3,2,1,1,0,2,0,658,0,20,b1
indoor,6,8,2,2,1,1,0,2,0,358,0,20,b1
indoors,7,9,2,2,1,1,0,2,0,358,0,20,b1
influence,9,12,3,3,1,1,1,2,4,358,323,16,b1
ingredient,10,15,4,1,0,1,0,0,0,0,0,1,b1
injure,6,9,2,1,0,1,0,0,0,0,0,5,b1
injured,7,10,2,1,0,1,0,0,0,0,0,5,b1
innocent,8,10,3,2,0,1,1,0,3,0,464,4,b1
intelligence,12,15,#N/A,2,0,1,1,0,4,0,323,8,b1
intend,6,9,2,2,1,1,0,2,0,358,0,20,b1
intention,9,11,3,3,1,1,1,2,3,358,1599,20,b1
invest,6,9,2,2,1,1,0,2,0,358,0,9,b1
investigate,11,16,4,1,0,1,0,0,0,0,0,5,b1
involved,8,10,2,2,1,1,0,2,0,358,0,18,b1
iron,4,9,2,1,0,1,0,0,0,0,0,15,b1
issue,5,7,2,1,0,1,0,0,0,0,0,3,b1
journal,7,12,2,2,0,1,1,0,2,0,1431,10,b1
judge,5,10,1,1,0,1,0,0,0,0,0,8,b1
keen,4,7,1,1,0,1,0,0,0,0,0,5,b1
keyboard,8,10,2,2,0,2,0,0,0,0,0,69,b1
kick,4,6,1,1,0,1,0,0,0,0,0,5,b1
killing,7,8,2,1,0,1,0,0,0,0,0,9,b1
kiss,4,6,1,1,0,1,0,0,0,0,0,3,b1
label,5,11,2,1,0,1,0,0,0,0,0,1,b1
laboratory,10,13,5,2,0,1,1,0,3,0,356,16,b1
lack,4,6,1,1,0,1,0,0,0,0,0,2,b1
latest,6,11,2,2,0,1,1,0,3,0,714,8,b1
lay,3,7,1,1,0,1,0,0,0,0,0,25,b1
layer,5,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b1
leading,7,#N/A,#N/A,1,0,1,0,0,0,0,0,10,b1
leaf,4,7,1,1,0,1,0,0,0,0,0,12,b1
leather,7,7,2,1,0,1,0,0,0,0,0,3,b1
legal,5,10,2,1,0,1,0,0,0,0,0,10,b1
leisure,7,7,2,1,0,1,0,0,0,0,0,2,b1
length,6,7,1,1,0,1,0,0,0,0,0,10,b1
limit,5,8,2,1,0,1,0,0,0,0,0,12,b1
lip,3,6,1,1,0,1,0,0,0,0,0,3,b1
liquid,6,9,2,2,0,1,1,0,2,0,20,9,b1
literature,10,12,4,2,0,1,1,0,3,0,98,22,b1
living,6,8,2,1,0,1,0,0,0,0,0,14,b1
locate,6,12,2,2,0,1,1,0,3,0,937,25,b1
located,7,14,3,2,0,1,1,0,3,0,937,25,b1
location,8,14,3,3,0,1,2,0,6,0,2536,25,b1
lonely,6,10,2,2,0,1,1,0,2,0,2898,7,b1
loss,4,6,1,1,0,1,0,0,0,0,0,1,b1
luxury,6,11,3,1,0,1,0,0,0,0,0,6,b1
mad,3,6,1,1,0,1,0,0,0,0,0,13,b1
magic,5,10,2,1,0,1,0,0,0,0,0,5,b1
mainly,6,10,2,2,0,1,1,0,2,0,2898,8,b1
mall,4,6,1,1,0,1,0,0,0,0,0,1,b1
management,10,14,3,2,0,1,1,0,4,0,288,12,b1
marketing,9,11,3,1,0,1,0,0,0,0,0,10,b1
marriage,8,10,2,1,0,1,0,0,0,0,0,5,b1
meanwhile,9,12,2,2,0,2,0,0,0,0,0,17,b1
measure,7,7,2,1,0,1,0,0,0,0,0,9,b1
medium,6,11,3,1,0,1,0,0,0,0,0,3,b1
mental,6,10,2,1,0,1,0,0,0,0,0,3,b1
mess,4,6,1,1,0,1,0,0,0,0,0,6,b1
mild,4,9,1,1,0,1,0,0,0,0,0,5,b1
mix,3,7,1,1,0,1,0,0,0,0,0,8,b1
mixture,7,11,2,2,0,1,1,0,3,0,98,8,b1
mood,4,7,1,1,0,1,0,0,0,0,0,6,b1
mud,3,6,1,1,0,1,0,0,0,0,0,11,b1
murder,6,8,2,1,0,1,0,0,0,0,0,6,b1
muscle,6,9,2,1,0,1,0,0,0,0,0,7,b1
mystery,7,10,3,2,0,1,1,0,3,0,356,12,b1
nail,4,8,1,1,0,1,0,0,0,0,0,8,b1
narrative,9,11,3,2,0,1,1,0,3,0,580,4,b1
nation,6,10,2,1,0,1,0,0,0,0,0,23,b1
native,6,10,2,1,0,1,0,0,0,0,0,2,b1
naturally,9,14,4,3,0,1,2,0,4,0,4329,22,b1
necessarily,11,14,5,3,0,1,2,0,5,0,3254,8,b1
needle,6,10,2,1,0,1,0,0,0,0,0,6,b1
neighbourhood,13,13,#N/A,2,0,1,1,0,4,0,25,4,b1
net,3,6,1,1,0,1,0,0,0,0,0,6,b1
nor,3,6,1,1,0,1,0,0,0,0,0,3,b1
northern,8,9,2,2,0,1,1,0,3,0,21,17,b1
nuclear,7,12,3,2,0,1,1,0,2,0,129,9,b1
obvious,7,9,3,1,0,1,0,0,0,0,0,3,b1
obviously,9,11,4,2,0,1,1,0,2,0,2898,3,b1
occasion,8,11,3,1,0,1,0,0,0,0,0,3,b1
occur,5,7,2,1,0,1,0,0,0,0,0,2,b1
odd,3,5,1,1,0,1,0,0,0,0,0,7,b1
official,8,10,3,2,0,1,1,0,2,0,1431,9,b1
operation,9,14,4,3,0,1,2,0,6,0,2536,14,b1
organized,9,#N/A,#N/A,2,0,1,1,0,3,0,430,19,b1
organizer,9,#N/A,#N/A,3,0,1,2,0,5,0,2704,19,b1
originally,10,15,5,3,0,1,2,0,4,0,4329,9,b1
ought,5,6,1,1,0,1,0,0,0,0,0,1,b1
ours,4,9,1,1,0,1,0,0,0,0,0,1,b1
outdoor,7,10,2,2,1,1,0,3,0,107,0,20,b1
outdoors,8,11,2,2,1,1,0,3,0,107,0,20,b1
package,7,10,2,2,0,1,1,0,3,0,82,11,b1
painful,7,12,2,2,0,1,1,0,3,0,343,9,b1
pale,4,8,1,1,0,1,0,0,0,0,0,9,b1
pan,3,#N/A,#N/A,1,0,1,0,0,0,0,0,10,b1
participate,11,16,4,1,0,1,0,0,0,0,0,2,b1
particularly,12,14,5,3,0,1,2,0,4,0,3027,9,b1
passion,7,8,2,1,0,1,0,0,0,0,0,9,b1
path,4,#N/A,#N/A,1,0,1,0,0,0,0,0,49,b1
payment,7,11,2,2,0,1,1,0,4,0,288,27,b1
peaceful,8,11,2,2,0,1,1,0,3,0,343,10,b1
percentage,10,13,3,2,0,1,1,0,3,0,82,3,b1
perfectly,9,13,3,3,1,1,1,3,2,54,2898,59,b1
performance,11,12,3,2,0,1,1,0,4,0,323,4,b1
personally,10,13,4,3,0,1,2,0,4,0,4329,24,b1
persuade,8,11,2,1,0,1,0,0,0,0,0,7,b1
photographer,12,12,#N/A,3,0,2,1,0,2,0,2274,145,b1
photography,11,13,4,3,0,2,1,0,1,0,2486,145,b1
pin,3,6,1,1,0,1,0,0,0,0,0,22,b1
pipe,4,8,1,1,0,1,0,0,0,0,0,15,b1
planning,8,9,2,1,0,1,0,0,0,0,0,3,b1
pleasant,8,10,2,2,0,1,1,0,3,0,464,17,b1
pleasure,8,8,2,2,0,1,1,0,3,0,98,17,b1
plenty,6,9,2,1,0,1,0,0,0,0,0,6,b1
plot,4,7,1,1,0,1,0,0,0,0,0,4,b1
plus,4,7,1,1,0,1,0,0,0,0,0,2,b1
poem,4,9,2,1,0,1,0,0,0,0,0,1,b1
poet,4,9,1,1,0,1,0,0,0,0,0,7,b1
poetry,6,11,3,2,0,1,1,0,3,0,356,7,b1
poison,6,10,2,1,0,1,0,0,0,0,0,4,b1
poisonous,9,12,3,2,0,1,1,0,4,0,617,4,b1
policy,6,9,3,1,0,1,0,0,0,0,0,1,b1
political,9,13,4,2,0,1,1,0,2,0,1431,11,b1
politician,10,13,4,2,0,1,1,0,3,0,174,11,b1
politics,8,12,3,1,0,1,0,0,0,0,0,2,b1
port,4,7,1,1,0,1,0,0,0,0,0,40,b1
portrait,8,12,2,1,0,1,0,0,0,0,0,4,b1
possibly,8,10,3,2,0,1,1,0,1,0,2486,6,b1
pot,3,6,1,1,0,1,0,0,0,0,0,41,b1
pour,4,6,1,1,0,1,0,0,0,0,0,4,b1
poverty,7,9,3,2,0,1,1,0,3,0,580,3,b1
powder,6,9,2,1,0,1,0,0,0,0,0,5,b1
powerful,8,12,3,2,0,1,1,0,3,0,343,19,b1
practical,9,13,3,3,0,1,2,0,4,0,2445,21,b1
pray,4,8,1,1,0,1,0,0,0,0,0,1,b1
prayer,6,#N/A,#N/A,1,0,1,0,0,0,0,0,4,b1
prediction,10,12,3,3,1,1,1,3,3,135,1599,39,b1
prepared,8,11,2,1,0,1,0,0,0,0,0,6,b1
presentation,12,17,4,2,0,1,1,0,3,0,1599,11,b1
press,5,7,1,1,0,1,0,0,0,0,0,73,b1
pressure,8,8,2,2,0,1,1,0,3,0,98,73,b1
pretend,7,10,2,1,0,1,0,0,0,0,0,9,b1
previous,8,11,3,1,0,1,0,0,0,0,0,2,b1
previously,10,13,#N/A,2,0,1,1,0,2,0,2898,2,b1
priest,6,9,1,1,0,1,0,0,0,0,0,7,b1
primary,7,12,3,2,0,1,1,0,3,0,356,16,b1
prince,6,8,1,1,0,1,0,0,0,0,0,6,b1
