words,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,lowest_level
princess,8,#N/A,#N/A,2,0,1,1,0,3,0,43,6,b1
printing,8,10,2,1,0,1,0,0,0,0,0,16,b1
prisoner,8,10,3,2,0,1,1,0,2,0,2274,4,b1
private,7,11,2,1,0,1,0,0,0,0,0,3,b1
producer,8,12,3,3,1,1,1,3,2,119,2274,67,b1
production,10,12,3,3,1,1,1,3,3,119,1599,67,b1
profession,10,11,3,2,0,1,1,0,3,0,1599,12,b1
profit,6,9,2,1,0,1,0,0,0,0,0,9,b1
promote,7,11,2,2,1,1,0,3,0,119,0,10,b1
proper,6,8,2,1,0,1,0,0,0,0,0,4,b1
properly,8,10,3,2,0,1,1,0,2,0,2898,4,b1
property,8,10,3,1,0,1,0,0,0,0,0,1,b1
protest,7,#N/A,#N/A,1,0,1,0,0,0,0,0,6,b1
proud,5,9,1,1,0,1,0,0,0,0,0,5,b1
prove,5,8,1,1,0,1,0,0,0,0,0,6,b1
punish,6,8,2,2,0,1,1,0,3,0,252,9,b1
punishment,10,12,3,3,0,1,2,0,7,0,540,9,b1
qualification,13,18,5,2,0,1,1,0,3,0,1599,7,b1
qualified,9,14,3,1,0,1,0,0,0,0,0,7,b1
qualify,7,13,3,1,0,1,0,0,0,0,0,7,b1
queue,5,7,1,1,0,1,0,0,0,0,0,1,b1
quit,4,7,1,1,0,1,0,0,0,0,0,6,b1
quotation,9,15,3,2,0,1,1,0,3,0,1599,8,b1
quote,5,9,1,1,0,1,0,0,0,0,0,8,b1
racing,6,10,2,1,0,1,0,0,0,0,0,23,b1
range,5,11,1,1,0,1,0,0,0,0,0,5,b1
rare,4,7,1,1,0,1,0,0,0,0,0,8,b1
rarely,6,9,2,2,0,1,1,0,2,0,2898,8,b1
reaction,8,10,3,3,1,1,1,2,3,499,1599,59,b1
reality,7,10,4,2,0,1,1,0,3,0,580,16,b1
receipt,7,9,2,1,0,1,0,0,0,0,0,1,b1
recommendation,14,18,#N/A,2,0,1,1,0,3,0,1599,2,b1
reference,9,10,3,2,0,1,1,0,4,0,323,7,b1
reflect,7,10,2,2,1,1,0,2,0,499,0,14,b1
regularly,9,13,4,3,0,1,2,0,4,0,3027,13,b1
reject,6,#N/A,#N/A,2,1,1,0,2,0,499,0,36,b1
relate,6,10,2,1,0,1,0,0,0,0,0,19,b1
related,7,12,3,1,0,1,0,0,0,0,0,19,b1
relation,8,12,3,2,0,1,1,0,3,0,1599,19,b1
relative,8,11,3,2,0,1,1,0,3,0,580,19,b1
relaxed,7,10,#N/A,1,0,1,0,0,0,0,0,2,b1
relaxing,8,11,#N/A,1,0,1,0,0,0,0,0,2,b1
release,7,#N/A,#N/A,1,0,1,0,0,0,0,0,2,b1
reliable,8,14,4,2,0,1,1,0,4,0,872,8,b1
religion,8,12,3,2,0,1,1,0,3,0,1599,7,b1
religious,9,12,3,2,0,1,1,0,4,0,617,7,b1
remain,6,10,2,1,0,1,0,0,0,0,0,2,b1
remind,6,11,2,2,1,1,0,2,0,499,0,16,b1
remote,6,10,2,1,0,1,0,0,0,0,0,5,b1
rent,4,7,1,1,0,1,0,0,0,0,0,4,b1
repeated,8,11,3,1,0,1,0,0,0,0,0,3,b1
represent,9,#N/A,#N/A,1,0,1,0,0,0,0,0,6,b1
require,7,12,2,2,1,1,0,2,0,499,0,26,b1
reservation,11,15,4,2,0,1,1,0,3,0,1599,6,b1
resource,8,9,2,1,0,1,0,0,0,0,0,4,b1
respect,7,10,2,1,0,1,0,0,0,0,0,15,b1
responsibility,14,18,#N/A,2,0,1,1,0,3,0,580,6,b1
responsible,11,15,4,1,0,1,0,0,0,0,0,6,b1
retire,6,11,2,1,0,1,0,0,0,0,0,2,b1
retired,7,12,2,1,0,1,0,0,0,0,0,2,b1
revise,6,10,2,2,1,1,0,2,0,499,0,11,b1
risk,4,7,1,1,0,1,0,0,0,0,0,6,b1
robot,5,10,2,1,0,1,0,0,0,0,0,2,b1
roll,4,8,1,1,0,1,0,0,0,0,0,10,b1
romantic,8,13,3,1,0,1,0,0,0,0,0,6,b1
rope,4,8,1,1,0,1,0,0,0,0,0,11,b1
rough,5,6,1,1,0,1,0,0,0,0,0,12,b1
row,3,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b1
royal,5,10,2,2,0,1,1,0,2,0,1431,6,b1
rugby,5,8,2,1,0,1,0,0,0,0,0,1,b1
safety,6,10,2,2,0,1,1,0,3,0,580,12,b1
sailor,6,9,2,2,0,1,1,0,2,0,289,6,b1
sample,6,11,2,1,0,1,0,0,0,0,0,2,b1
sand,4,7,1,1,0,1,0,0,0,0,0,20,b1
scan,4,7,1,1,0,1,0,0,0,0,0,2,b1
scientific,10,15,2,3,0,1,2,0,5,0,1478,13,b1
script,6,9,1,1,0,1,0,0,0,0,0,42,b1
sculpture,9,12,2,2,0,1,1,0,3,0,98,5,b1
secondary,9,12,4,1,0,1,0,0,0,0,0,1,b1
security,8,13,4,2,0,1,1,0,3,0,580,6,b1
seed,4,7,1,1,0,1,0,0,0,0,0,16,b1
sensible,8,12,3,2,0,1,1,0,4,0,872,46,b1
seriously,9,13,4,2,0,1,1,0,2,0,2898,3,b1
servant,7,10,2,2,0,1,1,0,3,0,464,43,b1
set,3,6,1,1,0,1,0,0,0,0,0,24,b1
setting,7,8,2,1,0,1,0,0,0,0,0,24,b1
abandon,7,10,3,1,0,1,0,0,0,0,0,2,b2
absolute,8,12,3,1,0,1,0,0,0,0,0,5,b2
absorb,6,9,2,2,1,1,0,2,0,24,0,8,b2
abstract,8,#N/A,#N/A,2,1,1,0,2,0,24,0,28,b2
accent,6,#N/A,#N/A,1,0,1,0,0,0,0,0,4,b2
acceptable,10,14,4,2,0,1,1,0,4,0,872,7,b2
accidentally,12,16,#N/A,3,0,1,2,0,4,0,4329,3,b2
accommodate,11,14,4,1,0,1,0,0,0,0,0,2,b2
accompany,9,11,4,3,1,1,1,1,1,309,2486,9,b2
accomplish,10,11,3,1,0,1,0,0,0,0,0,2,b2
accountant,10,13,3,2,0,1,1,0,3,0,464,8,b2
accuracy,8,11,4,2,0,1,1,0,3,0,38,6,b2
accurate,8,10,3,2,0,1,1,0,3,0,937,6,b2
accurately,10,12,4,3,0,1,2,0,5,0,3835,6,b2
accuse,6,9,2,1,0,1,0,0,0,0,0,5,b2
acid,4,7,2,1,0,1,0,0,0,0,0,5,b2
acknowledge,11,12,3,3,1,2,0,1,0,309,0,29,b2
acquire,7,11,2,2,1,1,0,1,0,309,0,26,b2
activate,8,13,3,3,0,1,2,0,6,0,1517,59,b2
actual,6,13,3,2,0,1,1,0,2,0,1431,59,b2
adapt,5,8,2,1,0,1,0,0,0,0,0,7,b2
addiction,9,10,3,2,0,1,1,0,3,0,1599,3,b2
additional,10,12,4,3,0,1,2,0,5,0,3030,5,b2
additionally,12,13,#N/A,4,0,1,3,0,7,0,5928,5,b2
adequate,8,10,3,2,0,1,1,0,3,0,937,6,b2
adequately,10,12,4,3,0,1,2,0,5,0,3835,6,b2
adjust,6,10,2,2,1,1,0,1,0,309,0,22,b2
administration,14,19,5,4,1,1,2,1,6,309,2536,12,b2
adopt,5,8,2,1,0,1,0,0,0,0,0,4,b2
advance,7,9,2,1,0,1,0,0,0,0,0,2,b2
affair,6,8,2,1,0,1,0,0,0,0,0,1,b2
afterwards,10,12,#N/A,2,0,1,1,0,4,0,33,5,b2
agency,6,13,3,1,0,1,0,0,0,0,0,1,b2
agenda,6,11,3,1,0,1,0,0,0,0,0,1,b2
aggressive,10,10,3,2,0,1,1,0,3,0,580,9,b2
agriculture,11,15,4,2,0,2,0,0,0,0,0,28,b2
aid,3,7,1,1,0,1,0,0,0,0,0,2,b2
aids,4,8,#N/A,1,0,1,0,0,0,0,0,2,b2
aircraft,8,12,2,2,0,2,0,0,0,0,0,73,b2
alien,5,11,2,1,0,1,0,0,0,0,0,7,b2
alongside,9,12,3,2,0,2,0,0,0,0,0,60,b2
alter,5,7,2,1,0,1,0,0,0,0,0,5,b2
altogether,10,13,4,1,0,1,0,0,0,0,0,1,b2
ambulance,9,12,3,2,0,1,1,0,4,0,323,13,b2
amusing,7,11,3,1,0,1,0,0,0,0,0,4,b2
analyst,7,11,3,1,0,1,0,0,0,0,0,2,b2
ancestor,8,10,3,1,0,1,0,0,0,0,0,3,b2
anger,5,7,2,1,0,1,0,0,0,0,0,1,b2
angle,5,9,2,1,0,1,0,0,0,0,0,12,b2
animation,9,14,4,3,0,1,2,0,6,0,2536,13,b2
anniversary,11,15,5,1,0,1,0,0,0,0,0,1,b2
annual,6,11,3,2,0,1,1,0,2,0,1431,23,b2
annually,8,12,4,3,0,1,2,0,4,0,4329,23,b2
anticipate,10,15,4,1,0,1,0,0,0,0,0,3,b2
anxiety,7,13,4,2,0,1,1,0,3,0,580,3,b2
anxious,7,8,2,2,0,1,1,0,4,0,617,3,b2
apology,7,12,4,2,0,1,1,0,1,0,2486,6,b2
apparent,8,10,3,2,0,1,1,0,3,0,464,4,b2
apparently,10,12,4,3,0,1,2,0,5,0,3362,4,b2
appeal,6,8,2,1,0,1,0,0,0,0,0,2,b2
applicant,9,11,3,1,0,1,0,0,0,0,0,1,b2
approach,8,12,2,1,0,1,0,0,0,0,0,3,b2
appropriate,11,#N/A,#N/A,3,1,1,1,1,3,309,937,11,b2
appropriately,13,16,#N/A,4,1,1,2,1,5,309,3835,11,b2
approval,8,12,3,2,0,1,1,0,2,0,1431,6,b2
approve,7,9,2,1,0,1,0,0,0,0,0,6,b2
arise,5,9,2,2,1,1,0,1,0,309,0,5,b2
armed,5,7,1,1,0,1,0,0,0,0,0,22,b2
arms,4,7,1,1,0,1,0,0,0,0,0,22,b2
arrow,5,8,2,1,0,1,0,0,0,0,0,3,b2
artificial,10,14,4,2,0,1,1,0,2,0,1431,5,b2
artistic,8,11,3,3,0,1,2,0,5,0,1476,18,b2
ashamed,7,10,2,2,1,1,0,1,0,309,0,12,b2
aside,5,9,2,1,0,1,0,0,0,0,0,1,b2
aspect,6,9,2,1,0,1,0,0,0,0,0,1,b2
assess,6,7,2,1,0,1,0,0,0,0,0,3,b2
assessment,10,11,3,2,0,1,1,0,4,0,288,3,b2
asset,5,7,2,1,0,1,0,0,0,0,0,1,b2
assign,6,9,2,1,0,1,0,0,0,0,0,6,b2
assistance,10,11,3,2,0,1,1,0,4,0,323,4,b2
associate,9,#N/A,#N/A,3,1,1,1,1,3,309,937,26,b2
associated,10,17,5,3,1,1,1,1,3,309,937,26,b2
association,11,17,#N/A,4,1,1,2,1,6,309,2536,26,b2
assume,6,8,2,1,0,1,0,0,0,0,0,3,b2
assumption,10,11,3,1,0,1,0,0,0,0,0,1,b2
assure,6,8,2,2,1,1,0,1,0,309,0,24,b2
astonishing,11,12,#N/A,1,0,1,0,0,0,0,0,3,b2
attachment,10,13,3,2,0,1,1,0,4,0,288,3,b2
attempt,7,9,2,1,0,1,0,0,0,0,0,1,b2
auction,7,9,2,1,0,1,0,0,0,0,0,2,b2
audio,5,11,3,1,0,1,0,0,0,0,0,14,b2
automatic,9,13,4,1,0,1,0,0,0,0,0,3,b2
automatically,13,15,#N/A,2,0,1,1,0,2,0,2898,3,b2
awareness,9,11,3,2,0,1,1,0,4,0,1243,5,b2
awkward,7,9,2,1,0,1,0,0,0,0,0,3,b2
bacteria,8,13,4,2,0,1,1,0,1,0,61,5,b2
badge,5,8,1,1,0,1,0,0,0,0,0,1,b2
balanced,8,10,2,1,0,1,0,0,0,0,0,6,b2
ballet,6,9,2,1,0,1,0,0,0,0,0,2,b2
balloon,7,9,2,1,0,1,0,0,0,0,0,2,b2
barely,6,9,2,2,0,1,1,0,2,0,2898,12,b2
bargain,7,9,2,1,0,1,0,0,0,0,0,1,b2
barrier,7,8,3,1,0,1,0,0,0,0,0,1,b2
basement,8,12,2,2,0,1,1,0,4,0,288,20,b2
basically,9,12,4,3,0,1,2,0,4,0,3912,20,b2
basket,6,10,2,1,0,1,0,0,0,0,0,8,b2
bat,3,6,1,1,0,1,0,0,0,0,0,11,b2
beg,3,6,1,1,0,1,0,0,0,0,0,9,b2
being,5,8,2,1,0,1,0,0,0,0,0,3,b2
beneficial,10,14,4,2,0,1,1,0,2,0,1431,6,b2
bent,4,7,1,1,0,1,0,0,0,0,0,2,b2
beside,6,10,2,2,1,1,0,2,0,85,0,58,b2
besides,7,11,2,2,1,1,0,2,0,85,0,58,b2
bet,3,6,1,1,0,1,0,0,0,0,0,2,b2
beyond,6,9,2,1,0,1,0,0,0,0,0,1,b2
bias,4,10,2,1,0,1,0,0,0,0,0,3,b2
bid,3,6,1,1,0,1,0,0,0,0,0,10,b2
biological,10,19,5,4,0,2,2,0,4,0,2445,245,b2
bitter,6,7,2,1,0,1,0,0,0,0,0,8,b2
blame,5,9,1,1,0,1,0,0,0,0,0,6,b2
blanket,7,10,2,1,0,1,0,0,0,0,0,1,b2
blind,5,10,1,1,0,1,0,0,0,0,0,9,b2
bold,4,9,1,1,0,1,0,0,0,0,0,8,b2
bombing,7,8,#N/A,1,0,1,0,0,0,0,0,6,b2
bond,4,7,1,1,0,1,0,0,0,0,0,4,b2
booking,7,8,2,1,0,1,0,0,0,0,0,53,b2
boost,5,8,1,1,0,1,0,0,0,0,0,2,b2
bound,5,9,1,1,0,1,0,0,0,0,0,27,b2
breast,6,8,1,1,0,1,0,0,0,0,0,9,b2
brick,5,7,1,1,0,1,0,0,0,0,0,9,b2
brief,5,8,1,1,0,1,0,0,0,0,0,6,b2
briefly,7,10,2,2,0,1,1,0,2,0,2898,6,b2
broad,5,8,1,1,0,1,0,0,0,0,0,18,b2
broadcast,9,13,2,2,0,2,0,0,0,0,0,39,b2
broadcaster,11,14,#N/A,3,0,2,1,0,2,0,2274,39,b2
broadly,7,10,2,2,0,1,1,0,2,0,2898,18,b2
budget,6,10,2,1,0,1,0,0,0,0,0,2,b2
bug,3,6,1,1,0,1,0,0,0,0,0,13,b2
bullet,6,8,2,1,0,1,0,0,0,0,0,2,b2
bunch,5,9,1,1,0,1,0,0,0,0,0,2,b2
bush,4,6,1,1,0,1,0,0,0,0,0,12,b2
cabin,5,8,2,1,0,1,0,0,0,0,0,1,b2
cable,5,11,2,1,0,1,0,0,0,0,0,2,b2
calculate,9,15,3,2,0,1,1,0,3,0,937,13,b2
canal,5,8,2,1,0,1,0,0,0,0,0,2,b2
cancel,6,10,2,1,0,1,0,0,0,0,0,2,b2
cancer,6,8,2,1,0,1,0,0,0,0,0,3,b2
candle,6,10,2,1,0,1,0,0,0,0,0,5,b2
capable,7,13,3,1,0,1,0,0,0,0,0,6,b2
capacity,8,11,4,2,0,1,1,0,1,0,2486,5,b2
capture,7,10,2,2,0,1,1,0,3,0,98,7,b2
carbon,6,9,2,1,0,1,0,0,0,0,0,11,b2
cast,4,8,1,1,0,1,0,0,0,0,0,21,b2
casual,6,11,3,1,0,1,0,0,0,0,0,4,b2
cave,4,#N/A,#N/A,1,0,1,0,0,0,0,0,3,b2
cell,4,6,1,1,0,1,0,0,0,0,0,6,b2
certainty,9,11,3,2,0,1,1,0,3,0,580,9,b2
certificate,11,#N/A,#N/A,3,0,1,2,0,6,0,1090,9,b2
chairman,8,12,2,2,0,2,0,0,0,0,0,221,b2
challenging,11,16,#N/A,1,0,1,0,0,0,0,0,4,b2
championship,12,17,#N/A,2,0,1,1,0,4,0,76,2,b2
characteristic,14,17,5,2,0,1,1,0,2,0,1014,6,b2
charming,8,11,2,1,0,1,0,0,0,0,0,3,b2
chase,5,10,1,1,0,1,0,0,0,0,0,3,b2
cheek,5,9,1,1,0,1,0,0,0,0,0,6,b2
cheer,5,9,1,1,0,1,0,0,0,0,0,13,b2
chief,5,9,1,1,0,1,0,0,0,0,0,3,b2
choir,5,10,1,1,0,1,0,0,0,0,0,3,b2
chop,4,8,1,1,0,1,0,0,0,0,0,8,b2
circuit,7,9,2,1,0,1,0,0,0,0,0,3,b2
circumstance,12,15,3,2,1,1,0,6,0,20,0,4,b2
cite,4,8,1,1,0,1,0,0,0,0,0,10,b2
citizen,7,10,3,1,0,1,0,0,0,0,0,3,b2
civil,5,9,2,1,0,1,0,0,0,0,0,9,b2
civilization,12,#N/A,#N/A,3,0,1,2,0,6,0,2029,9,b2
clarify,7,13,3,2,0,1,1,0,3,0,153,13,b2
classic,7,9,2,2,0,1,1,0,2,0,1014,27,b2
classify,8,13,3,2,0,1,1,0,3,0,153,27,b2
clerk,5,8,1,1,0,1,0,0,0,0,0,1,b2
cliff,5,7,1,1,0,1,0,0,0,0,0,3,b2
clinic,6,9,2,1,0,1,0,0,0,0,0,3,b2
clip,4,7,1,1,0,1,0,0,0,0,0,3,b2
closely,7,11,2,2,0,1,1,0,2,0,2898,16,b2
coincidence,11,15,4,3,1,1,1,2,4,370,323,5,b2
collapse,8,9,2,1,0,1,0,0,0,0,0,2,b2
collector,9,10,3,2,0,1,1,0,2,0,289,10,b2
colony,6,9,3,2,0,1,1,0,1,0,2486,13,b2
colourful,9,11,#N/A,2,0,1,1,0,3,0,343,15,b2
combination,11,16,#N/A,2,0,1,1,0,3,0,1599,4,b2
comfort,7,9,2,1,0,1,0,0,0,0,0,9,b2
comic,5,8,2,1,0,1,0,0,0,0,0,3,b2
command,7,10,2,1,0,1,0,0,0,0,0,5,b2
commander,9,11,3,2,0,1,1,0,2,0,2274,5,b2
commission,10,10,3,3,1,1,1,2,3,370,1599,11,b2
commitment,10,12,3,2,0,1,1,0,4,0,288,6,b2
committee,9,#N/A,#N/A,3,1,1,1,2,2,370,48,7,b2
commonly,8,10,3,2,0,1,1,0,2,0,2898,9,b2
comparative,11,14,4,2,0,1,1,0,3,0,580,9,b2
completion,10,13,3,2,0,1,1,0,3,0,1599,7,b2
complicated,11,17,#N/A,1,0,1,0,0,0,0,0,3,b2
component,9,14,3,1,0,1,0,0,0,0,0,1,b2
compose,7,11,2,2,1,1,0,2,0,370,0,55,b2
composer,8,12,3,3,1,1,1,2,2,370,2274,55,b2
compound,8,#N/A,#N/A,2,1,1,0,2,0,370,0,5,b2
comprehensive,13,16,4,3,1,1,1,2,3,370,580,22,b2
comprise,8,12,2,1,0,1,0,0,0,0,0,1,b2
compulsory,10,14,4,3,1,1,1,2,3,370,356,24,b2
concentration,13,18,#N/A,4,1,1,2,2,6,370,2536,29,b2
concept,7,10,2,2,1,1,0,2,0,370,0,48,b2
concern,7,10,2,1,0,1,0,0,0,0,0,4,b2
concerned,9,11,2,1,0,1,0,0,0,0,0,4,b2
concrete,8,11,2,1,0,1,0,0,0,0,0,3,b2
conduct,7,#N/A,#N/A,2,1,1,0,2,0,370,0,67,b2
confess,7,9,2,1,0,1,0,0,0,0,0,5,b2
confidence,10,12,3,2,0,1,1,0,4,0,323,10,b2
conflict,8,#N/A,#N/A,1,0,1,0,0,0,0,0,1,b2
confusing,9,13,3,1,0,1,0,0,0,0,0,3,b2
confusion,9,13,3,2,0,1,1,0,3,0,1599,3,b2
conscious,9,9,2,1,0,1,0,0,0,0,0,11,b2
consequently,12,15,#N/A,2,0,1,1,0,2,0,2898,4,b2
conservation,12,16,2,3,1,1,1,2,3,370,1599,43,b2
conservative,12,15,4,3,1,1,1,2,3,370,580,43,b2
considerable,12,16,5,2,0,1,1,0,4,0,872,14,b2
considerably,12,15,#N/A,3,0,1,2,0,5,0,3358,14,b2
consideration,13,18,5,2,0,1,1,0,3,0,1599,14,b2
consistent,10,13,3,3,1,1,1,2,3,370,464,34,b2
consistently,12,15,#N/A,4,1,1,2,2,5,370,3362,34,b2
conspiracy,10,13,4,2,0,1,1,0,3,0,38,5,b2
constant,8,11,2,1,0,1,0,0,0,0,0,5,b2
constantly,10,13,3,2,0,1,1,0,2,0,2898,5,b2
construct,9,#N/A,#N/A,2,1,1,0,2,0,370,0,36,b2
construction,12,14,3,3,1,1,1,2,3,370,1599,36,b2
consult,7,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
consultant,10,13,3,2,0,1,1,0,3,0,464,5,b2
consumption,11,13,3,3,1,1,1,2,3,370,1599,15,b2
contemporary,12,15,5,3,1,1,1,2,3,370,356,16,b2
contest,7,#N/A,#N/A,2,1,1,0,2,0,370,0,18,b2
contract,8,#N/A,#N/A,1,0,1,0,0,0,0,0,8,b2
contribute,10,15,3,2,1,1,0,2,0,370,0,20,b2
contribution,12,17,4,3,1,1,1,2,3,370,1599,20,b2
controversial,13,17,4,3,0,2,1,0,2,0,1431,33,b2
controversy,11,15,4,2,0,2,0,0,0,0,0,33,b2
convenience,11,14,#N/A,1,0,1,0,0,0,0,0,2,b2
convention,10,12,3,1,0,1,0,0,0,0,0,6,b2
conventional,12,15,#N/A,2,0,1,1,0,2,0,1431,6,b2
convert,7,#N/A,#N/A,2,1,1,0,2,0,370,0,26,b2
convey,6,10,2,1,0,1,0,0,0,0,0,5,b2
convinced,9,11,2,1,0,1,0,0,0,0,0,3,b2
convincing,10,12,3,1,0,1,0,0,0,0,0,3,b2
cope,4,8,1,1,0,1,0,0,0,0,0,2,b2
core,4,6,1,1,0,1,0,0,0,0,0,2,b2
corporate,9,11,3,2,0,1,1,0,3,0,937,12,b2
corporation,11,16,#N/A,3,0,1,2,0,6,0,2536,12,b2
corridor,8,11,3,1,0,1,0,0,0,0,0,1,b2
council,7,12,2,1,0,1,0,0,0,0,0,5,b2
counter,7,10,2,1,0,1,0,0,0,0,0,30,b2
county,6,10,2,1,0,1,0,0,0,0,0,1,b2
courage,7,10,2,1,0,1,0,0,0,0,0,11,b2
coverage,8,12,3,2,0,1,1,0,3,0,82,9,b2
crack,5,7,1,1,0,1,0,0,0,0,0,10,b2
craft,5,9,1,1,0,1,0,0,0,0,0,24,b2
crash,5,7,1,1,0,1,0,0,0,0,0,4,b2
creation,8,13,3,2,0,1,1,0,3,0,1599,12,b2
creativity,10,17,5,3,0,1,2,0,6,0,1160,12,b2
creature,8,11,2,1,0,1,0,0,0,0,0,1,b2
crew,4,7,1,1,0,1,0,0,0,0,0,6,b2
crisis,6,11,2,1,0,1,0,0,0,0,0,2,b2
criterion,9,16,4,1,0,1,0,0,0,0,0,1,b2
critic,6,9,2,1,0,1,0,0,0,0,0,11,b2
critical,8,12,3,2,0,1,1,0,2,0,1431,11,b2
critically,10,11,4,3,0,1,2,0,4,0,4329,11,b2
criticism,9,14,3,2,0,1,1,0,3,0,271,11,b2
criticize,9,#N/A,#N/A,2,0,1,1,0,3,0,430,11,b2
crop,4,7,1,1,0,1,0,0,0,0,0,5,b2
crucial,7,11,2,1,0,1,0,0,0,0,0,2,b2
cruise,6,8,1,1,0,1,0,0,0,0,0,2,b2
cue,3,7,1,1,0,1,0,0,0,0,0,2,b2
cure,4,7,1,1,0,1,0,0,0,0,0,11,b2
curious,7,10,3,1,0,1,0,0,0,0,0,5,b2
curriculum,10,13,4,1,0,1,0,0,0,0,0,1,b2
curve,5,7,1,1,0,1,0,0,0,0,0,4,b2
curved,6,8,#N/A,1,0,1,0,0,0,0,0,4,b2
cute,4,8,1,1,0,1,0,0,0,0,0,8,b2
dairy,5,9,2,1,0,1,0,0,0,0,0,4,b2
dare,4,7,1,1,0,1,0,0,0,0,0,3,b2
darkness,8,10,2,2,0,1,1,0,4,0,1243,9,b2
deadline,8,11,2,2,0,2,0,0,0,0,0,76,b2
deadly,6,8,2,2,0,1,1,0,2,0,2898,12,b2
dealer,6,8,2,2,0,1,1,0,2,0,2274,7,b2
debate,6,10,2,1,0,1,0,0,0,0,0,3,b2
debt,4,6,1,1,0,1,0,0,0,0,0,4,b2
decent,6,10,2,1,0,1,0,0,0,0,0,4,b2
deck,4,6,1,1,0,1,0,0,0,0,0,4,b2
declare,7,10,2,1,0,1,0,0,0,0,0,6,b2
decline,7,11,2,2,1,1,0,2,0,275,0,7,b2
decoration,10,15,4,2,0,1,1,0,3,0,1599,17,b2
decrease,8,#N/A,#N/A,2,1,1,0,2,0,275,0,4,b2
deeply,6,9,2,2,0,1,1,0,2,0,2898,6,b2
defeat,6,9,2,1,0,1,0,0,0,0,0,4,b2
defence,7,#N/A,#N/A,1,0,1,0,0,0,0,0,4,b2
defend,6,9,2,1,0,1,0,0,0,0,0,4,b2
defender,8,10,3,2,0,1,1,0,2,0,2274,4,b2
delay,5,9,2,1,0,1,0,0,0,0,0,1,b2
delete,6,9,2,1,0,1,0,0,0,0,0,2,b2
deliberate,10,#N/A,#N/A,1,0,1,0,0,0,0,0,5,b2
deliberately,12,14,#N/A,2,0,1,1,0,2,0,2898,5,b2
delight,7,10,2,1,0,1,0,0,0,0,0,3,b2
delighted,9,12,3,1,0,1,0,0,0,0,0,3,b2
delivery,8,11,4,2,0,1,1,0,1,0,2486,6,b2
demand,6,10,2,2,1,1,0,2,0,275,0,5,b2
democracy,9,12,4,2,0,2,0,0,0,0,0,19,b2
democratic,10,14,4,3,0,2,1,0,2,0,1014,32,b2
demonstrate,11,16,3,3,1,1,1,2,3,275,937,14,b2
demonstration,13,18,#N/A,4,1,1,2,2,6,275,2536,14,b2
deny,4,9,2,1,0,1,0,0,0,0,0,6,b2
depart,6,9,2,1,0,1,0,0,0,0,0,2,b2
dependent,9,12,3,3,1,1,1,2,3,275,464,34,b2
deposit,7,10,3,1,0,1,0,0,0,0,0,6,b2
depressed,9,10,2,2,1,1,0,2,0,275,0,73,b2
depressing,10,11,#N/A,2,1,1,0,2,0,275,0,73,b2
depression,10,11,3,3,1,1,1,2,3,275,1599,73,b2
depth,5,7,1,1,0,1,0,0,0,0,0,1,b2
derive,6,10,2,1,0,1,0,0,0,0,0,6,b2
deserve,7,9,2,2,1,1,0,2,0,275,0,43,b2
desire,6,11,2,1,0,1,0,0,0,0,0,8,b2
desperate,9,11,3,1,0,1,0,0,0,0,0,3,b2
desperately,11,13,#N/A,2,0,1,1,0,2,0,2898,3,b2
destruction,11,13,#N/A,3,1,1,1,2,3,275,1599,36,b2
detailed,8,12,2,1,0,1,0,0,0,0,0,1,b2
detect,6,9,2,1,0,1,0,0,0,0,0,7,b2
determination,13,18,5,2,0,1,1,0,3,0,1599,20,b2
devote,6,10,2,1,0,1,0,0,0,0,0,5,b2
differ,6,7,2,1,0,1,0,0,0,0,0,12,b2
dig,3,6,1,1,0,1,0,0,0,0,0,3,b2
disability,10,15,5,3,1,1,1,3,3,296,580,11,b2
disabled,8,15,3,2,1,1,0,3,0,296,0,11,b2
disagreement,12,16,4,3,1,1,1,3,4,296,288,10,b2
disappoint,10,14,3,2,1,1,0,3,0,296,0,6,b2
disappointment,14,18,#N/A,3,1,1,1,3,4,296,288,6,b2
disc,4,7,1,1,0,1,0,0,0,0,0,2,b2
discipline,10,12,3,1,0,1,0,0,0,0,0,6,b2
discourage,10,13,3,2,1,1,0,3,0,296,0,11,b2
dishonest,9,11,3,2,1,1,0,3,0,296,0,6,b2
disk,4,7,1,1,0,1,0,0,0,0,0,2,b2
dismiss,7,9,2,2,1,1,0,3,0,296,0,11,b2
disorder,8,10,3,2,1,1,0,3,0,296,0,7,b2
display,7,11,2,1,0,1,0,0,0,0,0,1,b2
distant,7,10,2,1,0,1,0,0,0,0,0,4,b2
distinct,8,11,2,1,0,1,0,0,0,0,0,11,b2
distinguish,11,13,3,1,0,1,0,0,0,0,0,6,b2
distract,8,11,2,2,1,1,0,3,0,296,0,28,b2
distribute,10,15,3,2,1,1,0,3,0,296,0,20,b2
distribution,12,17,4,3,1,1,1,3,3,296,1599,20,b2
district,8,11,2,1,0,1,0,0,0,0,0,1,b2
disturb,7,10,2,1,0,1,0,0,0,0,0,5,b2
dive,4,8,1,1,0,1,0,0,0,0,0,6,b2
diverse,7,11,2,1,0,1,0,0,0,0,0,8,b2
